	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Sun Feb 24 12:04:01 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  581273 1330167  2203800  2801873 1828508 1304314 1163036  1492919  2067979   969761   969761 2203800  2561267
              64       8  681644  998622  3203069  2561267 3203069 1249666 2278628  1828508  2801873  1780008   969761 2067979  1828508
              64      16  801764 2133730  4564786  4207076 3738358 2278628 2892445  2662899  3791156  1892980  1828508 1828508  3406295
              64      32  752329 2379626  5283570  4897948 5283570 2561267 2772930  3022727  3958892  1648808  2133730 1722886  4274062
              64      64  926260 1722886  5860307  4274062 5860307 1690338 1363961  1879725  3541098  3057153  1484662 2133730  1828508
             128       4  486822  485063  2066432  2905056 2066432 1093856 1579934  1579934  1975201  1152564  1521718 1684006  1603529
             128       8  692017 2066432  3759450  2286447 3199360  529038 1827299  2238774  3124872  1346196  1451764 3657016  3895854
             128      16  847059 2211113  2511022  4407601 4135958 1852520 2558895  2558895  3124872  1196221  1705404 4267461  4596273
             128      32  934004 1424795  5545860  5847904 5074121 1939522 4012317  2843510  4759253  2066432  2175277 4717434  5325799
             128      64 1015251 1111981  3867787  6114306 5847904 2511022 4407601  2511022  5325799  1684006  4267461 4104338  4267461
             128     128 1000121 1967960  4934216  6406138 6727225 2202044 4267461  2098744  5325799  2166499  1885042 5325799  4934216
             256       4  649647 1241598  2187712  2975955 2097948 1137672 1076103  1561112  1175022  1190657  1147398 2131261  2325094
             256       8  777619 1561112  2665657  3545976 3123106  532133 2030503  2413957  3123106  1588832  1339154 1897721  2975955
             256      16  969251 1855098  2205688  2458168 4181144 1718521 2842047  2783115  3823789  1639786  1694118 3994490  4929815
             256      32  375985 1829808  4197489  5938650 5347168 2030503 3879045  3285566  5022044  1683493  2692393 2582316  5569035
             256      64 1023775 1952947  5569035  4929815 6073004 1970871 3499745  3823789  5687020  2557711  3605511 5217259  2392442
             256     128  673696 2392442  4652146  6936061 6719046 3756894 4404088  3410808  2911402  1455317  4840911 2247235  3123106
             256     256  907792 1868008  7120034  6891544 6936061 1673001 5022044  3935921  3078337  3511189  2000242 3159869  2533571
             512       4  655558 1610042  2089386  2796910 1926329 1458090 1475116  1657257  1882427  1204552  1071167 2065273  2942541
             512       8  792486 1391933  3104171  4305250 3346002 1695195  825699  2391924  3182373  1585086  1492545 2830083  2285029
             512      16  997991 1730717  3659616  4375425 4228947 1823291 2584820  2942541  2560168  1667552  1533034 2811557  4340054
             512      32 1030064 2327124  2753870  5744919 5331314 2535981 3366987  3459188  5115422  1600443  1797349 2225819  5744919
             512      64 1108203 1834193  3628697  6491676 6174377 2285029 3177664  3304808  5227492  2014892  2055390 4650188  6319739
             512     128 1038532 1730717  3905895  6843354 6736026 2207515 2116152  3459188  4961773  2124526   854615 4061007  2750343
             512     256 1221684 2099600  6018636  7211022 7115451 2350044 3346002  2975154  4784885  1821745  1296941 3220553  4784885
             512     512 1270846 2187279  7211022  7211022 7211022 3849877 3279573  2132967  3628697  2424328  1127995 2782414  5019764
            1024       4  671843  962391  2028027  1750329 2094282 1072185 1501838  1670020  2039583  1544504  1163693 2183727  1805514
            1024       8  667873 1444266  3040026  4130547 3324778 1595571 2028027  2353657  2958362  1703807  1426517 2044438  3401130
            1024      16  966941 1408737  2398343  4044965 4146499 2015654 2892612  3001782  3999762  1762539  1587315 2968586  3849207
            1024      32 1124099 1893052  2311849  4282950 4898425 2559871 2559871  3655895  5018624  2052253  1835608 2226749  4215688
            1024      64 1096268 1882266  3103735  5472650 6163794 2681328 3877004  3937426  5758828  2065081  1819280 3999762  4215688
            1024     128 1185209 1946237  4304412  6733974 6776473 2497356 2659742  4048778  6355328  2640123  2142335 3092561  2461573
            1024     256 1124099 2056183  3778101  3671521 6974549 2255990 2882904  3880507  4920874  1946237  2197132 4594502  6929538
