                                                                    random  random    bkwd   record   stride
                    KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
2013-03-03T18:02:00 65536     512 1022068 1640290  2599101  2643748 2478100 1736603 2255671  4455446  2101516  1229912   968593 2590650  2669266
2013-03-03T21:02:00 65536     512 1000885 1503841  2637811  2498780 2586871 1708443 2606841  4658883  2663086  1490266  1409198 1955719  2658218
2013-03-04T00:02:00 65536     512 1022163 1646963  2587797  2659324 2601241 1721464 2576107  4633517  2621534  1470510  1130478 2589747  2343578
2013-02-18T09:03:00 65536    1024  971822 1636072  2066070  2146480 1903510 1563433 2603730  4640636  2658347  1094765  1234641 2850874  2464415
2013-02-18T12:02:00 65536    1024 1019634 1619980  2623436  2366601 2315759 1742514 2967713  4769386  2816204  1103059  1419972 2657370  2610158
2013-02-18T15:03:00 65536    1024 1073713 1652697  2823494  2696525 2827502 1765945 2481770  4679186  2580557  1190737  1224488 2508930  2607682
2013-02-18T18:03:00 65536    1024 1015194 1736921  2816954  2647899 2911539 1773831 2510671  4622686  2918681  1251044  1306616 2571841  2473618
2013-02-18T21:02:00 65536    1024  928366 1406774  1872722  2137434 2073395 1354860 1815600  2646624  1847387   878039  1193866 2507785  2434124
2013-02-19T00:02:00 65536    1024 1018636 1664869  2862840  2968514 2503674 1660775 2767102  4467612  2818023  1304978  1200928 2461634  2133601
2013-02-19T03:02:00 65536    1024 1057727 1345680  2280220  2694728 2736470 1720429 2876892  4177996  2756281  1178343  1429171 2783917  2415451
2013-02-19T06:02:00 65536    1024 1032402 1657000  2903022  2473796 2788520 1903404 2465896  4576203  2464127  1316693  1252885 2791494  2508953
2013-02-19T09:03:00 65536    1024 1003105 1702675  2864093  2953142 2591774 1735550 2789001  4000970  2686563  1254326  1285702 2774588  2345178
2013-02-19T12:02:00 65536    1024 1075755 1718612  2794928  2745325 2648664 1808445 2905599  4565713  2775540  1184135   989642 2205856  2095077
2013-02-19T15:03:00 65536    1024  862395 1351091  1882727  1976347 1710005 1437760 2709656  4580702  2783071  1135217   975862 1806496  2489389
2013-02-19T18:02:00 65536    1024  909857 1633904  2488082  2487519 2767910 1755255 2421515  3082599  2091745  1112231  1040928 2778598  2646318
2013-02-19T21:02:00 65536    1024 1011842 1517389  2659633  2797317 2809813 1644815 2324631  3993936  2189497   922914   960064 2530432  2446734
2013-02-20T00:03:00 65536    1024  993828 1370874  2016301  2004274 1998722 1435522 2475489  3106533  2255282  1238067  1125834 2112839  2235055
2013-02-20T03:03:00 65536    1024  860820 1690861  2889078  2834587 2582691 1889080 2067655  4765913  2812832  1450490  1165147 2795781  2834353
2013-02-20T06:02:00 65536    1024 1034293 1767717  2970663  2478748 2880963 1863240 2466537  4743215  2872983  1641348  1137265 2710324  2390766
2013-02-20T09:03:00 65536    1024  933467 1695983  2706535  2667427 2850874 1664486 2714500  4595482  2866093  1202825  1135606 2283630  2143584
2013-02-20T12:03:00 65536    1024 1044846 1505571  2518792  2843207 2697848 1736877 2882715  4556555  2825932  1317090  1379730 2873764  2311261
2013-02-20T15:03:00 65536    1024 1059407 1669835  2595469  2865705 2326126 1824397 2809670  4172921  2730679  1250543  1399326 2464326  2530456
2013-02-20T18:03:00 65536    1024  875926 1662040  2587699  2955936 2941858 1713854 2822624  4563212  2356659  1219572  1129387 2797574  2726698
2013-02-20T21:03:00 65536    1024 1080453 1691475  2987452  2423309 2660379 1769469 2796606  4289015  2698749  1172313  1350646 2722727  2707308
2013-02-21T00:03:00 65536    1024 1086758 1625921  2662234  2462383 2738651 1820036 2679205  4192653  2596205  1182210  1275986 2472483  2899317
2013-02-21T03:03:00 65536    1024  998870 1726036  2825438  2659633 2865974 1802965 2786513  4617793  2812343  1168053   910539 2480359  2511543
2013-02-21T06:03:00 65536    1024  999785 1578263  2783917  2569149 2823001 1730230 2392681  4388370  2213440  1133097  1027743 2639077  2686222
2013-02-21T09:03:00 65536    1024  963608 1433703  2417320  2393993 2059584 1604266 2069679  3508565  2442929  1099855  1358429 2888713  2790417
2013-02-21T12:03:00 65536    1024  976153 1336351  1874485  2237712 1819686 1547885 2229201  4025521  2409058   922431  1149348 2436389  2306955
2013-02-21T15:04:00 65536    1024 1071286 1737975  2846534  2635863 2685566 1794912 2853715  4648955  2790190  1265442  1214104 2047678  2355790
2013-02-21T18:04:00 65536    1024 1036763 1664959  2590577  2529361 2690982 1757275 2439460  4460073  2402867  1530928   944539 2495355  2784509
2013-02-21T21:03:00 65536    1024 1026246 1508935  2784368  2542721 2728403 1705781 2254265  4320090  2297007   913316  1100110 2711019  2680851
2013-02-22T00:04:00 65536    1024 1018670 1748700  2955936  2505203 2865078 1777191 2683049  4434100  2476047  1233871  1209776 2635257  2702517
2013-02-22T03:04:00 65536    1024  830274 1091106  2716404  2782029 2729188 1790796 2653266  3664071  2791352  1007998  1206542 2831434  2813437
2013-02-22T06:03:00 65536    1024 1064639 1793436  2220055  2757332 2456003 1812547 2854604  4462462  2493589  1174923  1199586 2329339  2236037
2013-02-22T09:03:00 65536    1024  893238 1277380  2724644  2534072 2821552 1825208 1826069  3419398  1507644   884344  1406048 2555415  2869115
2013-02-22T12:04:00 65536    1024  997065 1560708  2706535  2567013 2402951 1689904 2361984  4819899  2870853  1290180  1319031 2516924  2803080
2013-02-22T15:03:00 65536    1024  880590 1271848  2321666  2219535 2257690 1474739 2653907  4616242  2746093  1331116   951187 2855108  2930036
2013-02-22T18:03:00 65536    1024 1042239 1357557  2528477  2803680 2803823 1672731 2587285  4186267  2210094  1163451  1315061 2260252  2240923
2013-02-22T21:03:00 65536    1024  776943 1352880  2349387  2401628 2035140 1704491 2403140  4356240  2383903  1490129  1082184 2339231  2896231
2013-02-23T00:03:00 65536    1024  980579 1545405  2755563  2804996 2599495 1653442 2637912  4715468  2838890  1278574  1141880 2523626  2793764
2013-02-23T03:03:00 65536    1024  104221 1689198  2625415  2912310 2874786 1715865 2794133  4761125  2816695  1372366  1282984 2514806  2619785
2013-02-23T06:04:00 65536    1024 1031623 1723363  2671549  2784143 2486574 1802066 2477162  4585516  2459321  1188384  1281226 2715277  2676361
2013-02-23T09:03:00 65536    1024  982444 1719784  2361660  2292200 2446103 1557595 1783777  2595396  2248162  1096836   909854 2831288  2270052
2013-02-23T12:04:00 65536    1024 1041710 1661206  2699862  2889230 2867977 1810291 2490900  4322944  2736606  1136870  1405415 2811480  2426260
2013-02-23T15:04:00 65536    1024  950375 1450743  2681740  2657139 2559508 1799942 1998112  3911193  2546066  1250685  1136357 2718097  2820944
2013-02-23T18:04:00 65536    1024 1068928 1713181  2814877  2651884 2809928 1850932 2835113  4553913  2556889  1276857  1182703 2582885  2817041
2013-02-23T21:04:00 65536    1024  995203 1552949  2723402  2921286 2418213 1725451 2635990  4383052  2503104  1279103  1296564 2904709  2500781
2013-02-24T00:04:00 65536    1024 1034231 1729272  2308020  2241233 2267355 1726351 2824219  3764068  2803937  1015479  1211407 2809210  2556199
2013-02-24T03:04:00 65536    1024 1068247 1556343  2572876  2378972 2688113 1788547 2667971  4236855  2396979  1060040  1118418 2704617  2799739
2013-02-24T06:04:00 65536    1024 1033232 1665757  2955555  2786033 2873374 1722726 2558293  4848806  2813552  1311404  1069872 2777981  2782621
2013-02-24T09:04:00 65536    1024  998278 1719160  2583103  2971723 2625115 1828365 2802137  4498024  2490449  1229753  1194125 2162404  2542533
2013-02-24T12:04:00 65536    1024 1035681 1654069  2385827  2360301 2132360 1485603 2827036  4557084  2853982  1368608   929747 2363711  2741410
2013-02-24T15:03:00 65536    1024 1040086 1475444  1517532  1535014 1670941 1354887 2059059  4123840  2381404   959716  1047873 2574683  2169195
2013-02-24T18:03:00 65536    1024  996986 1236669  2209934  2278009 2360889 1421727 2016182  3939670  2251477  1019078  1361248 2800681  2136404
2013-02-24T21:04:00 65536    1024 1045048 1683694  2749444  2832280 2519554 1768706 2520224  4862100  2524692  1222365  1534115 2569749  2798770
2013-02-25T00:03:00 65536    1024  965894 1705517  2950352  2579443 2716404 1836672 2808349  4515981  2693513  1334910  1328388 2593535  2675710
2013-02-25T03:03:00 65536    1024  998293 1650821  2388688  2398736 2719764 1392366 2255671  4766657  2722053  1041078  1253102 2571456  2393743
2013-02-25T06:03:00 65536    1024 1050323 1624633  2440261  2710217 2775764 1831435 2615996  4646598  2290023  1339927  1343970 2650605  2848510
2013-02-25T09:03:00 65536    1024 1033170 1739229  2768970  2825438 2687456 1598287 2343678  4559352  2771874  1336839  1156694 2802594  2744831
2013-02-25T12:04:00 65536    1024  953805 1395363  2056548  1974927 2676023 1431567 2808493  4791000  2598487  1320970  1269609 2378107  2752224
2013-02-25T15:03:00 65536    1024  773596 1744837  2364036  2921938 2911694 1664657 2752224  4629537  2821291  1088764  1423892 2371644  2731331
2013-02-25T18:04:00 65536    1024  967005 1564100  2758937  2661358 2905231 1907658 2165061  4553310  2657370  1258006  1295898 2047419  2590870
2013-02-25T21:04:00 65536    1024  975007 1703023  2115164  2638343 2467002 1592730 1951816  4685887  2643417  1203663  1089739 2338832  2248383
2013-02-26T00:04:00 65536    1024  908078 1632642  2491487  2836576 2738978 1661708 2728728  4592258  2855969  1206193  1271753 2523834  2808120
2013-02-26T03:04:00 65536    1024 1054465 1542535  2792089  2786174 2451775 1762808 2760682  4793757  2450486  1405954  1190221 2469418  2828491
2013-02-26T06:03:00 65536    1024  883270 1723990  2621534  2801651 2242916 1787186 2434189  4648012  2565121  1667960  1072406 2328017  2350713
2013-02-26T09:04:00 65536    1024  959783 1767183  2838627  2390516 2800452 1842236 2020213  4128299  2372258  1059064  1266620 2416258  2807288
2013-02-26T12:04:00 65536    1024  985696 1544060  2761487  2881325 2643112 1789676 2602818  4684449  2915554  1491657  1209419 2859355  2374574
2013-02-26T15:04:00 65536    1024 1006868 1618530  1398038  1787628 2627750 1260770 2117951  3745757  2264311  1005137  1055587 2861975  2716082
2013-02-26T18:04:00 65536    1024  993749 1700295  1992463  2225555 2298371 1084348 2075242  3947704  2187146   955067  1433516 2688876  2853863
2013-02-26T21:04:00 65536    1024  999771 1613788  2378560  2130624 2748069 1777628 2506368  4153124  2655522  1135039  1201169 2130426  2782142
2013-02-27T00:03:00 65536    1024 1013801 1700379  1970241  1971315 1882624 1389269 2762791  4776348  2805712  1238234  1047434 2780510  2507305
2013-02-27T03:04:00 65536    1024 1014471 1593653  2287317  2319766 2062365 1443399 2205272  3438604  1929755   955755  1072372 1903338  2476314
2013-02-27T06:04:00 65536    1024 1011700 1671754  2185841  2229562 2073192 1759592 2517132  4451910  2766740  1268163  1128802 2323314  2718527
2013-02-27T09:05:00 65536    1024  997427 1040271  2831930  2740726 2790899 1647328 2784255  4503846  2813926  1069818  1211856 2199272  2455630
2013-02-27T12:04:00 65536    1024  964799 1257476  2804023  2706881 2800310 1836611 2629761  4779504  2758605  1147941  1286936 2583103  2750957
2013-02-27T15:04:00 65536    1024 1003966 1679845  2535427  2353773 2578548 1524086 2586896  4401299  2371481  1197569   956826 2750957  2636723
2013-02-27T18:04:00 65536    1024  866156 1638813  2574177  2834616 2747850 1821966 2736824  4600636  2837806  1264540   626210 2084938  1788989
2013-02-27T21:04:00 65536    1024  970631 1670687  2704298  2788520 2599273 1704576 2498894  4325189  2712357  1285600  1357865 2537112  2769891
2013-02-28T00:04:00 65536    1024 1015149 1695753  2626168  2816089 2796151 1630734 2779441  4342956  2784735  1169843  1237370 2722269  2932631
2013-02-28T03:03:00 65536    1024  976358 1567391  2319687  2567517 2219750 1763283 2421878  3931106  2023157  1177329  1351058 2579128  2762097
2013-02-28T06:04:00 65536    1024  942787 1316832  2081890  2099557 2443363 1400788 1737668  2602078  1626604  1075822   945794 2450027  2415897
2013-02-28T09:04:00 65536    1024 1098734 1559300  2029296  2064317 2045697 1446772 2736715  4823112  2872503  1160709  1240861 2582594  2594049
2013-02-28T12:04:00 65536    1024  957556 1727186  2721919  2797090 2714151 1885439 2280864  4741415  2657473  1673841  1192390 2510304  2712812
2013-02-28T15:03:00 65536    1024  864510 1733066  2837308  2611100 2799711 1768900 2679544  4384241  2579952  1071023  1135334 2596916  2721945
2013-02-28T18:03:00 65536    1024 1003475 1686079  2756143  2835845 2396268 1832155 2553706  4765913  2597137  1240413  1096560 2437102  2775288
2013-02-28T21:04:00 65536    1024 1074569 1627249  2335494  2809583 2395057 1847027 2747383  4624319  2422156  1161533  1250708 2348203  2763013
2013-03-01T00:04:00 65536    1024 1034753 1571262  2597039  2749581 2782846 1696506 2791494  4645655  2501259  1172673   873741 2363609  2639711
2013-03-01T03:00:00 65536    1024  978018 1668638  2620060  2653804 2677978 1783638 2717882  4641654  2661358  1191387  1005060 2441930  2605087
2013-03-01T06:02:00 65536    1024  988087 1079884  2652524  2647822 2644383 1693308 2349568  4504142  2667427  1378367  1269686 2534072  2627097
2013-03-01T09:02:00 65536    1024  915116 1254183  2448652  2578838 2419022 1566382 2355548  4451261  2428146  1438798   992246 2004640  1791473
2013-03-01T12:02:00 65536    1024 1017735 1638686  2646522  2664919 2655009 1745857 2411446  4593869  2643976  1174145  1196152 2609762  2564905
2013-03-01T15:02:00 65536    1024 1011827 1627817  2557698  2701853 2732716 1741212 2659942  4402215  2649737  1332193  1380929 2443363  2329596
2013-03-01T18:03:00 65536    1024 1013043 1619884  2461634  2733395 2724535 1770860 2616942  4035982  2653497  1347283   670746 2596303  2556295
2013-03-01T21:02:00 65536    1024  789439 1582041  2566127  2538964 2686143 1796742 1909831  3202182  2290023  1226899  1186666 2141280  1947806
2013-03-02T00:03:00 65536    1024 1014381 1667373  2111200  2010123 2125862 1501746 2166545  4012007  1866745   924342   933467 2692748  2616618
2013-03-02T03:03:00 65536    1024 1056979 1645593  2660714  2644485 2455367 1769367 2706188  4528107  2653266  1306771  1004891 2090917  2205484
2013-03-02T06:02:00 65536    1024 1009720 1687508  2170566  2185980 2194917 1534440 2529268  4510424  2470439  1229984  1340287 2633338  2652191
2013-03-02T09:02:00 65536    1024  799531 1589286  2013273  2411361 2508838 1602265 2054427  3981325  2103413   905267  1193213 2651244  2573550
2013-03-02T12:03:00 65536    1024 1047102 1677488  2304615  2570855 2579056 1693830 2580363  4431098  2650708  1264028  1192581 2481568  2519439
2013-03-02T15:03:00 65536    1024  993153 1546535  2678213  2613185 2641842 1780138 2398129  4499202  2637811  1477029  1159436 2638748  2630591
2013-03-02T18:03:00 65536    1024  992608 1647585  2347862  2590675 2556223 1664667 2583298  4408146  2642172  1042982  1321046 2642274  2641639
2013-03-02T21:03:00 65536    1024 1002538 1622533  2239553  2475668 2519554 1597079 1685728  4572092  2143167  1153965   953183 1931287  1818579
2013-03-03T00:03:00 65536    1024  933733 1447801  1741907  2090726 1922387 1448122 2223736  4188117  2287317   979817   921874 2629559  2616842
2013-03-03T03:02:00 65536    1024  947626 1599449  2060047  2120631 2061917 1456354 2603237  4778008  2639812  1291120  1301734 2571239  2507877
2013-03-03T06:02:00 65536    1024  792608 1384365  2321509  2411806 2535334 1623549 2593339  4610977  2559985  1208499  1173033 2715492  2653369
2013-03-03T09:02:00 65536    1024 1046500 1052297  2409332  2124548 2116255 1553352 2403140  4325529  2461898  1050187  1125083 2577508  2433198
2013-03-03T12:02:00 65536    1024  915625 1395299  2235201  2162200 2195303 1520697 2644714  4508870  2642070  1286256  1002111 2114139  2441453
2013-03-03T15:02:00 65536    1024 1038753 1653691  2590870  2686117 2709763 1754829 2606001  4780834  2600552  1280122   891780 2761625  2616195
2013-03-03T18:02:00 65536    1024 1009631 1662472  2125451  2556604 2714929 1795064 2611001  4801125  2682185  1221658   997033 2669500  2368987
2013-03-03T21:02:00 65536    1024 1020891 1615619  2680067  2686117 2612142 1777881 2704405  4683811  2541640  1348559  1153602 2632834  2608177
2013-03-04T00:02:00 65536    1024 1017324 1631915  2607163  2731928 2639179 1726090 2688192  4593486  2631876  1376200  1058860 2709897  2626494
2013-02-18T09:03:00 65536    2048  944147 1391393  2494314  2004158 2265561 1613911 2791976  3382829  2268703   948326   910907 2188260  2549348
2013-02-18T12:02:00 65536    2048  907011 1522752  2348805  2371828 2364219 1577846 2088534  1620820  1912010   760411   759784 1472882  1394230
2013-02-18T15:03:00 65536    2048  810605 1502296  2410304  2128414 2273506 1570283 2455828  3065582  2293634   964132  1020508 2185841  2456464
2013-02-18T18:03:00 65536    2048  943181 1344601  2341323  2583298 2566702 1571262 2320196  4186522  2329596   988955   945970 2371071  2224114
2013-02-18T21:02:00 65536    2048  724795 1124057  1554160  1501393 1858855 1107606 1668598  3425619  2170566   927642   702287 1340751  1374438
2013-02-19T00:02:00 65536    2048  907071 1528111  1886203  1856495 1927523 1335150 1925767  3185556  2483855  1127695   823316 1806045  1750794
2013-02-19T03:02:00 65536    2048  858867 1530033  2580048  2614950 2532694 1648247 2493273  4623308  2042960   817799   991720 2328195  2710324
2013-02-19T06:02:00 65536    2048  925101 1487798  2427525  2399971 2487699 1597423 2673316  4377259  2233675   988699  1095332 2338733  2583613
2013-02-19T09:03:00 65536    2048  950858 1510601  1129345  1286780 1234292  696360 2489975  4019399  2333234   955097  1019350 2534960  2436735
2013-02-19T12:02:00 65536    2048  769681 1101111  2353672  2527315 2672640 1504458 2481658  3160467  2472683   951036   857028 2552615  2447126
2013-02-19T15:03:00 65536    2048  900356 1362975  2637583  2360038 2497078 1438798 2478950  4076625  2343339   880305   979507 2298217  2079717
2013-02-19T18:02:00 65536    2048  937580 1411557  2492436  2668411 2388958 1625238 2354378  4523413  2463929   944458  1028273 2146396  2628378
2013-02-19T21:02:00 65536    2048  886531 1514380  2381817  2508151 2556604 1445814 2538870  4219685  2485045  1008975   999389 2526362  2219606
2013-02-20T00:03:00 65536    2048  779568 1128279  1349002  1385977 1287009 1301118 1942204  2367375  2065092   770404   912925 1925039  1733569
2013-02-20T03:03:00 65536    2048  952060 1525584  2459145  2234892 2148729 1545223 1818519  3809821  1819939   772157  1032173 2296528  2203557
2013-02-20T06:02:00 65536    2048  941176 1555418  2664170  2686563 2325536 1657420 2728972  4102667  2452694   968525   422644 2576204  2565312
2013-02-20T09:03:00 65536    2048  766270 1426960  2219911  2556009 2278973 1637008 2552615  3839945  2503491  1031367  1071340 2512691  2188626
2013-02-20T12:03:00 65536    2048  983759 1441560  2373897  2708882 2623561 1560044 2640877  3601847  2683049  1059595   959280 2252639  2629232
2013-02-20T15:03:00 65536    2048  937459 1336676  2459519  2235201 2417235 1451647 2551833  3095862  2177288   957356  1023152 2658990  2723051
2013-02-20T18:03:00 65536    2048  945247 1436370  2734782  2595494 2334403 1714752 1730818  2429692  1893557   796577   906344 2506048  2557317
2013-02-20T21:03:00 65536    2048  936884 1481511  2354277  2262838 2626569 1493091 2573864  4238750  2502238   943641   780125 2521288  2124137
2013-02-21T00:03:00 65536    2048  954152 1393849  2130773  2674408 2396811 1591421 2161536  3586293  1927806   968835   899452 2598782  2372074
2013-02-21T03:03:00 65536    2048  957149 1437444  2435375  2311339 2384006 1568107 2709550  4056711  2763263   855348  1011749 2472884  2491013
2013-02-21T06:03:00 65536    2048  952724 1496049  2505591  2653599 2123924 1541185 2405706  3885924  2090599  1067483   894104 2481590  2278236
2013-02-21T09:03:00 65536    2048  971956 1330465  2579249  2467578 2221328 1621461 1938533  3733191  2489885   995715   968781 1595559  1834307
2013-02-21T12:03:00 65536    2048  774987 1400160  2333571  1720376 2211001 1310485 1937618  3057875  2027275   879950   793067 2164975  2021654
2013-02-21T15:04:00 65536    2048  879266 1271577  1724953  2363101 1809588 1311666 1789863  3639282  2071567   850697  1057256 2627423  2292831
2013-02-21T18:04:00 65536    2048  948146 1532071  2396623  2616319 2579637 1418096 2357427  3818925  2679649  1006772   988684 2327012  2408256
2013-02-21T21:03:00 65536    2048  934625 1442824  2079843  1799895 2050045 1432231 2037373  3392850  2220951   947257   868693 1913181  2118783
2013-02-22T00:04:00 65536    2048  909084 1567472  2500713  2562897 2602694 1630850 2249468  3081735  1983592   875226  1063806 2096803  2157278
2013-02-22T03:04:00 65536    2048  903847 1524560  2334978  2540137 2666030 1469449 2625315  4313582  2288021   948476  1018048 2406569  2384337
2013-02-22T06:03:00 65536    2048  810598 1162191  2710672  2632909 2313070 1610734 2628277  4386899  2206458   777506   937865 2443081  2149350
2013-02-22T09:03:00 65536    2048  962165 1403155  2600331  2716404 2510190 1562198 2349126  4251732  2563685  1055773   922496 2119339  2506253
2013-02-22T12:04:00 65536    2048  959280 1332064  2210628  2353672 1944224 1592103 2242550  3131804  2132707  1062051   945085 2665668  2583613
2013-02-22T15:03:00 65536    2048  922171 1479773  2000613  2369681 2479531 1330897 2303224  4236006  2643112  1047469  1049669 2397773  2486552
2013-02-22T18:03:00 65536    2048  882283 1441174  2699624  2378107 2369579 1630531 2346960  4393701  2247923  1127640   902636 2572972  2350472
2013-02-22T21:03:00 65536    2048  980359 1489418  2219821  2402341 1816356 1293976 1891537  3046487  1949201   950625  1071950 2260401  2486574
2013-02-23T00:03:00 65536    2048  901804 1135254  1890614  1818374 1963795 1085985 1883876  2833623  1737064   795387   883057 1635333  2247629
2013-02-23T03:03:00 65536    2048  903758 1384602  2244601  2356477 2157143 1163845 1903286  2641512  1826421   812738   776638 2532997  2582400
2013-02-23T06:04:00 65536    2048  890397 1411926  2550909  2381652 2435483 1495162 2467755  4335832  2167058   905553   831233 1592841  1948454
2013-02-23T09:03:00 65536    2048  957890 1372421  2198164  2501099 2463752 1481176 2464039  3639041  2418937   956004   900121 2198815  2449045
2013-02-23T12:04:00 65536    2048  964701 1455968  2498894  2781297 2186589 1594199 2547175  4148674  2311514  1024013   940731 1891589  1814749
2013-02-23T15:04:00 65536    2048  949440 1473380  2238641  2356053 2239863 1465438 1731004  2399531  1787477   949794   918771 2480001  2259713
2013-02-23T18:04:00 65536    2048 1001881 1566837  2584633  2505385 2561082 1574439 2420982  4334123  2563518  1014269  1059236 2373815  2544204
2013-02-23T21:04:00 65536    2048  997080 1093798  2605285  2547363 2278312 1673372 2467467  4691885  2378890   862665   975063 2190806  2421963
2013-02-24T00:04:00 65536    2048  969266 1443687  2421963  2666340 2609762 1472156 2519647  4090091  2123104   895727   921988 2231390  2517593
2013-02-24T03:04:00 65536    2048  887287 1272666  2561511  2654906 2588723 1565981 1687031  3300575  2153307   907712   985918 2602078  2118571
2013-02-24T06:04:00 65536    2048  996274 1510253  2425640  2778346 2465343 1703699 1924527  3581573  2470439  1013659   869523 1836464  1795557
2013-02-24T09:04:00 65536    2048  836087 1519041  2582400  2650171 2612018 1440600 2541616  3499542  2371726   968593  1028289 2624688  2434275
2013-02-24T12:04:00 65536    2048  840893 1401210  2400139  2513380 2470173 1446262 2022844  3661825  2490720   960376  1036978 1752860  1852404
2013-02-24T15:03:00 65536    2048  948215 1186532  1517817  1683384 1758410  932697 2079261  2955396  1771670   839460  1070864 2237184  2256374
2013-02-24T18:03:00 65536    2048  917394 1504327  2119192  2453898 2340246 1520554 2055503  3847147  2271778   922886   840245 2161485  2468021
2013-02-24T21:04:00 65536    2048  946941 1477839  2399092  2505865 2456837 1512938 1687466  2157278  2214278   915970   917615 2182561  2228658
2013-02-25T00:03:00 65536    2048  945179 1420309  2402782  2583103 2418128 1493351 2503674  3430835  2308582   950224   895068 2687220  2638748
2013-02-25T03:03:00 65536    2048  906874 1491795  2415366  2631750 2137783 1604659 2475289  3952700  2494065   901047  1017735 2256041  2566222
2013-02-25T06:03:00 65536    2048  901295 1314583  2165555  2059460 2053199 1384490 2377079  4120749  2529175   987583   983020 2377490  2210023
2013-02-25T09:03:00 65536    2048  784129 1518647  2600208  2607237 2582108 1466165 2070911  4050434  2535030   978677   950707 2265169  2483541
2013-02-25T12:04:00 65536    2048  781252 1419238  2510947  2285472 2544298 1604893 2362431  2854219  2229580  1137128   952503 1644864  1875943
2013-02-25T15:03:00 65536    2048  903321 1608716  2093067  2417597 2497169 1540684 2527803  4733903  2322235   867339  1013031 1868191  1936635
2013-02-25T18:04:00 65536    2048 1025668 1502838  2582812  2351658 2432939 1603517 2514139  3639233  2495174   981563  1023632 2296202  2331829
2013-02-25T21:04:00 65536    2048  730157 1534158  2585266  2099028 2555914 1630415 2505773  3817971  2378972  1062306   968078 2243849  2347621
2013-02-26T00:04:00 65536    2048  900713 1508620  1425251  1632235 1906110 1211787 1731320  2590455  1649206   786046  1010577 2524785  2225249
2013-02-26T03:04:00 65536    2048  951395 1409104  1571451  1093180 2347020 1045414 1793741  2688350  1983764   794123   841444 2051713  2459871
2013-02-26T06:03:00 65536    2048  784910 1400695  1713715  2222837 1864947 1093211 2281962  3604445  2518677   940867   995837 2420641  2436649
2013-02-26T09:04:00 65536    2048  898505 1372654  1806401  1280826 2235892 1036009 1683127  2028592  1414004   841988   869776 2299736  2298064
2013-02-26T12:04:00 65536    2048  964870 1429795  1795498  1487629 2069866 1181016 2017796  2453701  1777869   827818   866672 2459497  2510282
2013-02-26T15:04:00 65536    2048  943194 1419663  2321588  2127656 2543121 1659271 1879111  3159741  1965156   954152   957903 2201192  2528198
2013-02-26T18:04:00 65536    2048  829369 1468005  1490024  2085872 1661206 1361760 1883760  3283347  1947116   781436   798537 2165112  1863935
2013-02-26T21:04:00 65536    2048  874277 1454774  2089932  2249542 2357831 1417146 1775756  2454797  2474754  1036372   927654 2549443  2322667
2013-02-27T00:03:00 65536    2048  953461 1421293  2562204  2432939 2461457 1567508 2517800  4263602  2455455   912515  1052499 2461259  2273732
2013-02-27T03:04:00 65536    2048  852879 1481711  2041746  2501942 2359693 1515841 2392243  3692818  2399888   948876   981444 2230250  2341143
2013-02-27T06:04:00 65536    2048  846028 1386536  2322078  2233530 2316989 1347646 2420535  3730000  2321921   983949   955738 1767569  1834454
2013-02-27T09:05:00 65536    2048  943615  544970  2226997  2332561 2496239 1578879 2171715  3137058  2339569   913307   863077 2451141  2309067
2013-02-27T12:04:00 65536    2048  888311 1464915  2257542  2353592 2380868 1483214 1961328  2861975  2416237   974150   893090 2151335  2452869
2013-02-27T15:04:00 65536    2048  930289 1298978  2641613  2484214 2507694 1568142 2373118  4606418  2659942   956214   963210 2520525  2259620
2013-02-27T18:04:00 65536    2048  731778  736127  2415642  2470550 1271930  785181 2711795  4568825  2531994  1072674   879348 2450049  2617690
2013-02-27T21:04:00 65536    2048  958424 1307611  1378858  1872671 1597655 1001742 1665454  2093991  1664193   801978   707686 1640623  1621528
2013-02-28T00:04:00 65536    2048  957960 1405623  1846555  2251864 2510488 1660233 2399699  4788829  2224186  1134172   983639 2609638  2719441
2013-02-28T03:03:00 65536    2048  914641 1068982  1419326  1862394 1594393 1152060 2163544  2803423  2005883   843026   888069 1800838  1652697
2013-02-28T06:04:00 65536    2048  844124  979828  1577429  1661919 2261498 1129252 1983535  2924799  1831227   798156   768642 2023961  2197637
2013-02-28T09:04:00 65536    2048  939651 1496253  2079323  2476047 2082632 1659942 2583225  4407863  2608400  1027501   938118 2568620  2297411
2013-02-28T12:04:00 65536    2048  922703 1381741  2378293  2378972 2370540 1527152 2177409  3268628  2009696   837746   967335 2063929  2414114
2013-02-28T15:03:00 65536    2048  910994 1499403  2315935  2434102 2325536 1476704 1770757  2571143  2115359  1052600   991466 2304267  2104347
2013-02-28T18:03:00 65536    2048  866754 1552028  2603311  2688534 2228135 1646302 2366764  3873931  2368660   914349   976792 2436454  2245609
2013-02-28T21:04:00 65536    2048  973674 1544207  2345258  2644612 2438637 1533114 2577436  4493686  2248769  1031073  1000732 2295722  2407918
2013-03-01T00:04:00 65536    2048  844502 1376138  2604865  2193009 2554608 1622983 2521380  3918441  2395746  1058041  1112686 1673749  1993431
2013-03-01T03:00:00 65536    2048  823471 1528536  1744882  1863619 1784888 1201458 2187824  3955373  2248622   953428   861171 2344498  2264218
