                                                                    random  random    bkwd   record   stride
                    KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
2013-02-20T15:03:00 512       4  616950  944860  1975959  2753870 2114069 1152822 1938502  1662389  1674052  1130370  1139970 2107844  2826358
2013-02-20T18:03:00 512       4  421752  978885  1842059  2910635 2132967 1326585 1227971  1657257  2009236  1302447  1032540 1924603  2841317
2013-02-20T21:03:00 512       4  516618 1187895  2845081  2906696 2141475 1150968 2007358  1527582  1099128   932550  1180062 2782414  2483197
2013-02-21T00:03:00 512       4  557092 1130370  2509312  2811557 2116152 1174254 1438555  1635797  1130370  1130370   876593 1889050  2860238
2013-02-21T03:03:00 512       4  373163 1110496  2486072  1985091 2124526 1089647 1329871  1254513  1729323   912733  1051242 2180616  2910635
2013-02-21T06:03:00 512       4  370459  944444  1595686  1429934 2073249 1176828 1316823  1595686  1809465  1026126   842214 1705969  1497750
2013-02-21T09:03:00 512       4  349252 1096322  1931527  2402629 2116152 1120344  999850  1672748  2014892  1411141  1560891 2394591  2926501
2013-02-21T12:03:00 512       4  617482  953248  1821745  2958758 2073249 1171691 1677976  1635797  1975959  1127995   873740 2246778  2782414
2013-02-21T15:04:00 512       4  415630 1169140  2337255  1809465 2116152 1112797 1723770  1571169  1600443  1147892  1176828 2360376  2830083
2013-02-21T18:04:00 512       4  537299 1185272  2307123  2736325 1347393  554074 1614885  1635797  1867692  1556366  1463057 1723770  1753325
2013-02-21T21:03:00 512       4  704368 1492545  2041711  1835760 2107844 1096322 1316016  1657257  1340664  1182010   797489 1701913  2782414
2013-02-22T00:04:00 512       4  669247 1224470  1992458  2560168 2099600 1103647 1716880  1032540  1610042  1158418  1240025 2625909  2942541
2013-02-22T03:04:00 512       4  553502 1057974  1712772  1741948 2107844 1017858 1026126  1604029  1803387   906185   959209 2244430  2750343
2013-02-22T06:03:00 512       4  505432 1103080  2152206  2449212 2073249 1201856 1450212  1657257  1139970  1011625  1207940 2474613  2736325
2013-02-22T09:03:00 512       4  518239 1036027  1679288  1947291 2039772  904277 1051242  1542947  1336492  1034032   986529 1789859  2815243
2013-02-22T12:04:00 512       4  605982  971797  1954379  2800557 1869318 1383861 1224470  1657257  1954379  1556366  1475116 1968713  2285029
2013-02-22T15:03:00 512       4  647260 1132755  2391924  2975154 2124526 1467055 1500891  1645826  2057359  1585086  1550747 2055390  2782414
2013-02-22T18:03:00 512       4  572691 1273861  2169601  2449212 2032051 1459080 1605228  1684557  1418599  1180062   838269 1938502  2910635
2013-02-22T21:03:00 512       4  613951  745186  1129775  2039772 1992458 1245780 1383861  1225169  1007827   836636   780390 1924603  2695115
2013-02-23T00:03:00 512       4  683736 1239310  2114069  1484293 1835760  948197 1528669  1610042  2089386  1077618  1199171 2381315  1807941
2013-02-23T03:03:00 512       4  649020 1255246  1380303  1827947 1387437  839252 1369738  1635797  2073249  1421416  1187895 1933266  2922519
2013-02-23T06:04:00 512       4  639169  766464  2304647  2958758 2124526 1145443 1506154  1652157  1537424   675563  1174254 2381315  2875558
2013-02-23T09:03:00 512       4  525596 1480200  2668325  2958758 2099600 1467055 1729323   700463  1426135  1267845  1565443 2327124  2926501
2013-02-23T12:04:00 512       4  593259 1073309  2256220  2979282 2132967 1155924 1555239  1620980  1550747  1108203  1145443 2207515  2891043
2013-02-23T15:04:00 512       4  564561 1417662  1917728  2942541 1985091 1438555 1729323  1429934  2081286  1590957  1225169 2548017  1778004
2013-02-23T18:04:00 512       4  689001 1221684  1783912  2460437 2116152 1212715 1488408  1635797  1736314  1191189  1219602 2584820  2613128
2013-02-23T21:04:00 512       4  659788 1286067  1809465  2891043 2047551 1111070 1505098  1640796  2055390  1286067   753025 1867692  1875849
2013-02-24T00:04:00 512       4  529483 1254513  2638816  2995907 2097550 1147892 1446306  1672748  1990612  1296159  1145443 2600470  2860238
2013-02-24T03:04:00 512       4  515131  939486  1309596  1585086 2024389 1358474  960496  1625889  1242896  1113374  1015932 1411141   890404
2013-02-24T06:04:00 512       4  654559 1264113  2381315  2548017 2107844 1137555 1589779  1619757  1940253  1230786  1190529 2275345  2509312
2013-02-24T09:04:00 512       4  716112 1655979  2509312  2638816 2071249 1446306 1747618  1635797  1835760  1152822  1139970 2265742  2926501
2013-02-24T12:04:00 512       4  655558 1610042  2089386  2796910 1926329 1458090 1475116  1657257  1882427  1204552  1071167 2065273  2942541
2013-02-24T15:03:00 512       4  407661 1202529  2625909  2381315 1426135 1051757 1520013  1650887   888930  1009722  1224470 2449212  2796910
2013-02-24T18:03:00 512       4  651383 1222379  1689859  2402629 1801873  894857 1422357  1069035  1283761  1089094   925717 1547395  1387437
2013-02-24T21:04:00 512       4  611852  973559  1815584  2625909 2097550 1316016 1795846  1610042  1657257  1122687  1168504 2196227  2474613
2013-02-25T00:03:00 512       4  650593 1101383  2337255  1795846 2116152 1066910 1835760  1657257  1970519  1120344  1264113 1827947  2796910
2013-02-25T03:03:00 512       4  618371  966113  2178404  2452009 2071249 1216149 1204552  1570020  1011625   851903  1164070 1616100  2535981
2013-02-25T06:03:00 512       4  678980 1239310  1312798  1640796 1736314 1064794 1147892  1610042  2016784  1450212  1047141 1834193  2039772
2013-02-25T09:03:00 512       4  634448 1130370  1917728  2830083 2116152 1198502 1402845  1657257  1672748  1017858  1140576 1723770  2695115
2013-02-25T12:04:00 512       4  652174 1248678  2032051  1917728 2063289 1145443 1506154  1575781  2065273  1216149  1153441 1933266  2007358
2013-02-25T15:03:00 512       4  621413 1145443  1286838  1657257 2009236 1152822 1333173  1635797  1689859  1463057  1086890 2124526  2681653
2013-02-25T18:04:00 512       4  619262 1454140  1376763  2169601 2057359 1242896 1604029  1662389  1954379  1248678  1492545 1797349  2016784
2013-02-25T21:04:00 512       4  680918  861818  2187279  1759070 2089386 1115688 1803387  1629590  2073249  1216149  1158418 2483197  2926501
2013-02-26T00:04:00 512       4  440256 1049187  1753325  2958758 2124526 1309596 1795846  1479181  1239310  1064794  1471074 1605228  2196227
2013-02-26T03:04:00 512       4  670919 1155924  2497638  2845081 2135087 1150351 1834193  1624659  1968713   996139  1198502 2235086  2169601
2013-02-26T06:03:00 512       4  260559  951558  1560891  1734911 2039772 1248678 1111070  1677976   662230  1096322  1078159 1518938  1954379
2013-02-26T09:04:00 512       4  611852 1091863  2402629  2381315 2089386 1153441  936209  1556366  1954379   712076  1153441 2307123  2124526
2013-02-26T12:04:00 512       4  651383 1057974  1679288  2768068 1867692 1399189 1125040  1201856  1125040  1075459   735740 1734911  2584820
2013-02-26T15:04:00 512       4  568296 1182661  2427068  3012719 2132967 1147892  951980  1158418  1336492  1227971  1110496 1677976  2782414
2013-02-26T18:04:00 512       4  574069  988801  2460437  2975154 2047551 1111070  975328  1652157  1869318  1245780  1216149 1809465  2942541
2013-02-26T21:04:00 512       4  642419 1180062  2587935  2655129 2099600 1422357 1705969  1604029  1931527  1014013  1085242 2474613  2572435
2013-02-27T00:03:00 512       4  546460 1049187  1848401  2910635 2065273 1127995 1701913   969603  1600443   999850  1007827 1807941  2600470
2013-02-27T03:04:00 512       4  663252 1289930  2132967  1809465 1882427 1108203 1759070  1402845  1595686  1150351   914287 2187279  2926501
2013-02-27T06:04:00 512       4  680918 1132755  2032051  2360376 2141475 1105351 1889050  1640796  1945526  1570020  1020276 1684557  2942541
2013-02-27T09:05:00 512       4  659788  846197  1862832  2509312 1975959 1207261 1138158  1387437  1201856   988345  1446306 2416145  2750343
2013-02-27T12:04:00 512       4  451834 1021732  1185272  1821745 1961520  807687 1411141  1630828   966113   800163  1286838 2039772  2782414
2013-02-27T15:04:00 512       4  659788 1193838  2416145  2796910 2124526 1108203 1547395  1662389  1968713  1537424  1132755 1902438  2047551
2013-02-27T18:04:00 512       4  671759 1066910  1848401  2782414 2124526 1261144 1500891  1630828  1533034  1174254  1201856 2402629  2722449
2013-02-27T21:04:00 512       4  650593 1476130  1924603  2782414 2089386 1113374 1533034  1616100  1977778  1222379  1191189 2370799  2665014
2013-02-28T00:04:00 512       4  500951 1125630  2474613  1895721 2089386 1108203 1533034  1667552  1045103  1086890  1028091 1895721  1689859
2013-02-28T03:03:00 512       4  683518 1547395  2560168  2841317 2097550 1319250 1380303  1605228  1910902  1108203   991998 2178404  1459080
2013-02-28T06:04:00 512       4  394699  869143  1357615  1176828 1904125 1180062 1030064   962649  1216149   593259   915847 1413929   345432
2013-02-28T09:04:00 512       4  616772 1038532  2099600  2942541 2132967 1252318 1455126  1662389  1413929  1187895   990168 1940253  1718254
2013-02-28T12:04:00 512       4  587899 1132755  1992458  2665014 2039772  860437 1450212  1620980  1968713  1230081  1219602 1940253  2625909
2013-02-28T15:03:00 512       4  638408 1152822  1992458  1999881 2124526 1205228 1533034  1057974  1875849  1060063  1137555 1821745  1821745
2013-02-28T18:03:00 512       4  632952 1171691  2845081  2357784 2107844 1086890 1882427  1610042  1358474  1132755  1179413 2497638  2894940
2013-02-28T21:04:00 512       4  694797 1556366  2253852  1862832 2116152 1047141 1712772  1647088  1889050   953248  1152822 2497638  2424328
2013-03-01T00:04:00 512       4  643960 1026126  2091421  1712772 2124526  918982 1475116  1496706  1509330  1007827   929322 1875849  2826358
2013-03-01T03:00:00 512       4  644927 1127402  1801873  2597325 2143612 1127995 1585086  1629590  1910902   988345  1073309 2486072  2958758
2013-03-01T06:02:00 512       4  658978 1132755  2494736  2391924 2135087 1153441 1337324  1635797  1778004  1130370   304227 1667552  1684557
2013-03-01T09:02:00 512       4  585176 1312798  2394591  2532990 2132967 1454140 1630828  1640796  1723770  1463057  1082507 2285029  2460437
2013-03-01T12:02:00 512       4  638408 1051242  2307123  1747618 1835760 1066910 1700565  1635797  1305615  1150968  1062161 2081286  2830083
2013-03-01T15:02:00 512       4  527792 1034530  1635797  1910902 1556366 1096322 1190529  1595686   369949  1036527   708084 1594501  1446306
2013-03-01T18:03:00 512       4  610982 1034032  1889050  2638816 2055390 1236455 1296159  1309596  1741948   997991  1089647 2114069  1454140
2013-03-01T21:02:00 512       4  623578 1251589  2360376  1550747 1684557 1127402 1216149  1038532  1293037  1049187  1032540 1446306  1467055
2013-03-02T00:03:00 512       4  647260 1086890  2225819  2926501 2132967 1163439 1556366  1667552  1585086  1034530  1147892 2039772  2638816
2013-03-02T03:03:00 512       4  611678 1005467  1809465  2560168 2124526 1309596 1992458  1635797  2039772  1169140  1015932 1730717  2860238
2013-03-02T06:02:00 512       4  587738  997991  1910902  2474613 1803387 1115688 1560891  1410215  1533034  1103647  1073309 1753325  2413429
2013-03-02T09:02:00 512       4  611678 1125040  2350044  2327124 2150051 1125040 1550747  1635797  1803387  1145443  1080328 1910902  2097550
2013-03-02T12:03:00 512       4  649609 1179413  2357784  2360376 2132967 1467055 1527582  1668848  1992458  1350783  1014013 1916017  2187279
2013-03-02T15:03:00 512       4  635951 1166599  2235086  2339802 2116152 1108203 1683237  1619757  1789859  1459080  1350783 2132967  2381315
2013-03-02T18:03:00 512       4  620515  806171  1625889  1570020 2057359  953671 1261144  1614885  2030130  1276891  1111070 2474613  1829505
2013-03-02T21:03:00 512       4  682649 1488408  2509312  2600470 2132967 1471074 1938502  1642050  1605228  1537424  1454140 2796910  2524058
2013-03-03T00:03:00 512       4  598717 1180062  2329648  2207515 2141475 1155924 1533034  1630828  1467055  1096322  1145443 2189509  2265742
2013-03-03T03:02:00 512       4  549255 1030558  1815584  2830083 2116152 1414860 1267097  1604029  1299295  1230786  1001715 1547395  1541840
2013-03-03T06:02:00 512       4  536628 1087440  1667552  1528669 2124526  851903 1190529  1614885  1289156  1169140   960926 1645826  1619757
2013-03-03T09:02:00 512       4  567695 1032044  1695195  1571169 1098566  558396 1040545  1556366  1066910   855978   868089 1629590  2860238
2013-03-03T12:02:00 512       4  601568 1463057  2016784  2906696 2107844 1286838 1789859  1652157  1645826  1337324  1334001 1740536   988345
2013-03-03T15:02:00 512       4  628874 1391933  2337255  2572435 2089386 1454140 1580419  1640796  1684557  1372364  1358474 2097550  2158696
2013-03-03T18:02:00 512       4  672811 1541840  2143612  2597325 2047551  980673 1580419  1604029  1560891  1174254  1153441 1895721  2509312
2013-03-03T21:02:00 512       4  610982 1064266  1760512  1556366 2107844 1122687 1302447  1625889  1566585  1365383   993834 1571169  1336492
2013-03-04T00:02:00 512       4  652967 1132755  1620980  2845081 2132967 1216149 1286067  1624659  1293037  1506154  1196499 1821745  2830083
2013-02-18T09:03:00 512       8  717308 1480200  4163357  4068701 3239989 1510391 2995907  2483197  1947291  1434711  1619757 2265742  4271001
2013-02-18T12:02:00 512       8  580431 1418599  2486072  2796910 3029721 1488408 1770674  2438090  2178404  1155302  1459080 2572435  2782414
2013-02-18T15:03:00 512       8  832420 1565443  3768799  2275345 3081897 1533034 1645826  2449212  1387437  1645826  1187895 1933266  2216629
2013-02-18T18:03:00 512       8  738777 1910902  3481620  3580298 3304808 1910902 2739816  2460437   975328  1145443  1821745 3008498  2317080
2013-02-18T21:02:00 512       8  740050 1961520  1551867  2845081 2668325 1655979 1546280  2391924  3158966  2063289  1289930 2860238  4155301
2013-02-19T00:02:00 512       8  487089 1261144  2032051  1917728 3196584  901241 1216149  2391924  2198475  1463057  1191189 1977778  2416145
2013-02-19T03:02:00 512       8  849208 1442420  2460437  3970896 3163620 1383861 2347475  2438090  2609952  1373241   860781 2216629  4091959
2013-02-19T06:02:00 512       8  781811 1510391  3259661  3788747 3325278 1518938 1889050  2427068  2007358  1441452  1296159 2708713  4195896
2013-02-19T09:03:00 512       8  653166 1492545  1947291  2638816 3346002 1492545 1560891  2116152  2337255  1803387  1867692 3409755  1605228
2013-02-19T12:02:00 512       8  592604 1227971  2225819  4000485  377559 1169140 1856390  2402629  1579257  1191189  1236455 2256220  3580298
2013-02-19T15:03:00 512       8  724081  839580  2625909  4340054 3325278 1975959 2438090  2460437  3279573  1446306  1450212 1574625  2910635
2013-02-19T18:02:00 512       8  791318  674502  1689859  1560891 1947291  653961 1488408  1783912  2975154  1854787  1459080 1555239  2032051
2013-02-19T21:02:00 512       8  717069 1483267  3163620  3970896 3140488 1463057 1279935  2486072  3029721  1910902  1551867 1835760  3409755
2013-02-20T00:03:00 512       8  856319 1361920  3849877  4375425 3279573 1383861 2942541  2438090  2463259   971797  1446306 3046915  4228947
2013-02-20T03:03:00 512       8  759685 1166599  2360376  3849877 3104171 1970519 1635797  2370799  3046915  1350783  1222379 2753870  2039772
2013-02-20T06:02:00 512       8  893368  948197  2750343  4061007 3182373 1467055 2826358  2509312  3201349  1401929   841884 2235086  4271001
2013-02-20T09:03:00 512       8  792486 1999881  2285029  3244885 1537424 1361057 2357784  2265742  2178404  1497750   804962 2736325  1917728
2013-02-20T12:03:00 512       8  848872 2141475  3304808  3913012 3259661 2116152 1797349  2427068  2638816  1783912  1302447 2347475  4271001
2013-02-20T15:03:00 512       8  833713 1347393  1387437  3913012 2782414 1599251 2225819  2471765  3140488  1533034  1500891 2665014  4195896
2013-02-20T18:03:00 512       8  876593 1207261  2124526  3934520 3304808 1672748 2124526  2347475  2275345  1689859  1861217 2047551  3736016
2013-02-20T21:03:00 512       8  785241 1524329  3346002  4271001 3346002 1429934 1916017  2178404  2958758  1387437  1258188 1201856  2815243
2013-02-21T00:03:00 512       8  608730 1541840  2463259  4091959 3284589 1528669 2651850  2394591  2424328   879465  1488408 2265742  4038098
2013-02-21T03:03:00 512       8 1011625 1325766  2800557  4305250 3346002 1528669 1650887  2246778  1924603  1565443  2007358 2246778  2725905
2013-02-21T06:03:00 512       8  577776  967855  2116152  2207515 3325278 1560891 1797349  2196227  1270094  1293037  1221684 1999881  2926501
2013-02-21T09:03:00 512       8  721163 1476130  2065273  2099600 2768068 1467055 1652157  2486072  3099691  1336492  1999881 1150351  3259661
2013-02-21T12:03:00 512       8  852241 1276891  2860238  2071249 3325278 1442420 2708713  2460437  2891043  1510391  1236455 2708713  4099771
2013-02-21T15:04:00 512       8  856319 1039035  2196227  4061007 3279573 1662389 2497638  2474613  2860238  1334001  1264858 1772135  2910635
2013-02-21T18:04:00 512       8  753025 1417662  3201349  3762197 3163620 2057359 1869318  2416145  3122224  1764853  1184618 2089386  4195896
2013-02-21T21:03:00 512       8  955368 1323315  2150051  2796910 3346002 1570020 2207515  2339802  1411141  1306409  1309596 3029721  3284589
2013-02-22T00:04:00 512       8  831132 1411141  3158966  2256220 3325278 1442420 2845081  2438090  3029721   967855  1251589 2958758  1770674
2013-02-22T03:04:00 512       8  499553 1459080  2782414  2391924 3029721 1382969 2189509  2416145  2736325   796306  1312798 2681653  2327124
2013-02-22T06:03:00 512       8  887094 1319250  2572435  3905895 3325278 1496706 2350044  2474613  3117691  1514652   990168 2753870  4123387
2013-02-22T09:03:00 512       8  673655 1413929  2548017  3877684 3304808 2047551 1589779  2471765  3220553  1430887  1110496 2178404  3941742
2013-02-22T12:04:00 512       8  697505 1406520  2609952  3527371 3304808 1778004 1895721  2474613  2256220  1546280  1251589 2287463  4195896
2013-02-22T15:03:00 512       8  836636 1528669  2381315  4061007 3299730 1589779 1848401  2474613  2575520  1640796  1303238 2910635  4091959
2013-02-22T18:03:00 512       8  802256 1438555  2402629  4340054 3325278 1689859 2381315  2347475  1705969  1145443  1895721 2132967  2089386
2013-02-22T21:03:00 512       8  775879 1110496  2256220  1201856 1840480 1044594 1835760  2394591  2081286   848872  1280699 2360376  3533174
2013-02-23T00:03:00 512       8  878386 1336492  2391924  2160868 3264616 1458090 2708713  1854787  2357784  1279935  1895721 2427068  3934520
2013-02-23T03:03:00 512       8  631277 1458090  3220553  2875558 3259661 1451192 1677976  2438090  1766304   957072  1399189 3325278  2474613
2013-02-23T06:04:00 512       8  820337 1807941  2391924  3684733 3346002 1500891 1614885  2460437  2275345  1406520   903136 2830083  2024389
2013-02-23T09:03:00 512       8  861818 2039772  2597325  4195896 3259661 1479181 1842059  2438090  1667552  1480200  1312798 2196227  4195896
2013-02-23T12:04:00 512       8  780674 1451192  3388236  3580298 3259661 1533034 2007358  2427068  2114069  1422357   981121 2116152  4000485
2013-02-23T15:04:00 512       8  882718 1084694  2560168  2638816 3264616 1387437 2216629  2438090  2962840  1303238  1467055 2347475  3970896
2013-02-23T18:04:00 512       8  791318 1429934  2416145  3437042 3304808 1475116 2560168  2474613  3264616  1329871  1355045 2782414  2708713
2013-02-23T21:04:00 512       8  793951 1484293  3556580  4375425 3351224 1524329 2975154  2402629  2105777  1538526  1127995 2830083  2124526
2013-02-24T00:04:00 512       8  732228 1510391  2796910  3963567 3284589 1551867 1809465  2360376  3158966  1707325  1463057 3556580  3963567
2013-02-24T03:04:00 512       8  596058 1028584  1895721  1347393 2891043 1158418 1541840  2424328  1630828  1414860  1017858 1975959   341314
2013-02-24T06:04:00 512       8  875164 1467055  2413429  2942541 2722449 1426135 1890713  2452009  1829505  1492545  1402845 1450212  1533034
2013-02-24T09:04:00 512       8  871966 1560891  2413429  2438090 2521095 1160923 1585086  2350044  3182373  1635797  1479181 2225819  2055390
2013-02-24T12:04:00 512       8  792486 1391933  3104171  4305250 3346002 1695195  825699  2391924  3182373  1585086  1492545 2830083  2285029
2013-02-24T15:03:00 512       8  729244 1446306  2906696  3849877 2796910 1524329 2187279  2402629  1180062  1233614  1289930 2906696  4000485
2013-02-24T18:03:00 512       8  613951 1309596  1647088  3684733 3304808 1961520 1783912  2347475  1977778  1413929  1402845 3264616  2926501
2013-02-24T21:04:00 512       8 1009722 1985091  2265742  4228947 3325278 1695195 2427068  2381315  3029721  1488408  1169140 2327124  4099771
2013-02-25T00:03:00 512       8  875164 1210664  3122224  4375425 3220553 1533034 1924603  2497638  3104171  1471074  1160923 2327124  3970896
2013-02-25T03:03:00 512       8  726285 1488408  3325278  4305250 2768068 1533034 2235086  2275345  2830083  1323315  1227971 2958758  4195896
2013-02-25T06:03:00 512       8  832420 1354190  3064306  3905895 3259661 1488408 2572435  2449212  2995907  1015451  1455126 2187279  3736016
2013-02-25T09:03:00 512       8  851903 1347393  2275345  3736016 3220553 1729323 1917728  2424328  1854787  1484293  1182661 2099600  3163620
2013-02-25T12:04:00 512       8  819398 2107844  3710197  4099771 3279573 2097550 1890713  2402629  3140488  2032051  1902438 2024389  1616100
2013-02-25T15:03:00 512       8  767559 1368865  2124526  4340054 3304808 1528669 2548017  2178404  3239989  1446306  1322500 2845081  4131319
2013-02-25T18:04:00 512       8  721163  718028  1463057  1523247 2572435   42999 1166599  2317080  3068685  1938502  1201856 1479181  1635797
2013-02-25T21:04:00 512       8  870905 1153441  2725905  4068701 3304808 1875849 2587935  2438090  1917728  1252318  1358474 2942541  3304808
2013-02-26T00:04:00 512       8  941133 2016784  2030130  4030519 3279573 2022482 2391924  2474613  3081897  1308798  1575781 2894940  3710197
2013-02-26T03:04:00 512       8  835010 1115688  2830083  2613128 3372274 1496706 2427068  2486072  2427068  1411141  1394645 2460437  3580298
2013-02-26T06:03:00 512       8  740050 1179413   548274   999850 2438090 1145443 1635797  2347475  1205228  1171691   821907 1999881  2875558
2013-02-26T09:04:00 512       8  835334 1399189  3527371  3504346 2681653 2089386 2071249  2460437  2860238  1809465  2016784 1293037  2894940
2013-02-26T12:04:00 512       8  941133 1500891  2047551  2205248 3346002 1147892 2494736  2424328  3177664  1201856  1387437 3388236  3736016
2013-02-26T15:04:00 512       8  814117 1289930  2116152  4228947 3325278 1467055 2317080  2055390  3182373  1518938  1402845 2609952  3659616
2013-02-26T18:04:00 512       8  953671 2169601  2207515  4099771 3304808 1501940 2055390  2160868  1417662  1258188  1258188 1945526  3201349
2013-02-26T21:04:00 512       8  713021 1248678  2381315  2584820 3325278 1484293 2532990  2438090  2314583  1060063  1684557 2438090  4163357
2013-02-27T00:03:00 512       8  901619 1376763  3122224  3122224 2782414 1418599 2039772  2413429  1961520  1459080  1505098 3029721  2638816
2013-02-27T03:04:00 512       8  823167 2065273  2022482  2391924 3220553 1471074 2116152  2427068  2625909  1293037  1289930 2391924  4271001
2013-02-27T06:04:00 512       8  812577 2014892  1625889  1938502 2474613 1225169 2521095  2405320  2107844  1334001  1834193 2297251  1842059
2013-02-27T09:05:00 512       8  552363 1049187  1803387  2317080 3104171 1488408 1455126  2275345  2910635  1684557  1394645 2099600  4131319
2013-02-27T12:04:00 512       8  797489 1462061  2360376  4262523 3104171 1500891 1910902  2277758  1620980  1230786  1337324 2350044  1931527
2013-02-27T15:04:00 512       8  787834 1387437  2584820  4237291 3325278 1575781 2256220  2486072  2509312  1329871  1280699 2782414  3604335
2013-02-27T18:04:00 512       8  704368 1199171  2995907  2124526 2875558 1501940 1924603  2413429  3239989  1650887  1518938 2275345  2381315
2013-02-27T21:04:00 512       8  846197 1480200  3586277  4163357 3122224 1520013 2116152  2391924  3177664  1594501  1380303 2253852  3239989
2013-02-28T00:04:00 512       8  864942 1242896  2073249  3533174 3201349 1999881 1662389  2391924  2047551  1770674   441795 2198475  1791352
2013-02-28T03:03:00 512       8  503418 1273861  2926501  2665014 3239989 1546280 2180616  2416145  2132967   876593  1376763 3182373  2600470
2013-02-28T06:04:00 512       8  198605  489532  1705969  2065273 2942541 1829505 1383861  2132967  1625889  1198502   929322 1382969  3012719
2013-02-28T09:04:00 512       8  824431 1333173  2275345  3634839 3366987 1854787 2317080  2449212  2891043  1380303  1387437 3029721  2655129
2013-02-28T12:04:00 512       8  906185 1479181  2736325  3388236 3325278 1537424 2337255  1910902  1854787  1455126  1207940 3064306  4123387
2013-02-28T15:03:00 512       8  761841 1580419  3634839  4340054 3388236 1546280 1550747  2471765  3140488  1001715  1463057 3046915  3653390
2013-02-28T18:03:00 512       8  856319 1398278  2307123  3459188 3304808 1716880 2198475  2483197  1902438  1267845  1492545 1977778  1895721
2013-02-28T21:04:00 512       8  766464 1293037  3768799  2486072 3304808 1434711 1753325  1723770  2471765  1484293  1625889 3736016  2152206
2013-03-01T00:04:00 512       8  808904 1164070  2228129  4091959 3346002 2089386 1931527  1488408  2370799  1387437  1312798 2370799  3580298
2013-03-01T03:00:00 512       8  863551 1410215  3366987  3527371 3415178 1422357 2587935  2486072  2830083  1413929  1399189 3140488  3279573
2013-03-01T06:02:00 512       8  765371 1414860  3264616  3459188 3351224 1510391 2497638  2438090  2768068  1346548  1380303 2796910  3346002
2013-03-01T09:02:00 512       8  806474 1426135  3064306  2764505 3239989 1430887 2381315  2381315  2625909  1500891  1339827 2875558  4237291
2013-03-01T12:02:00 512       8  828566 1430887  2708713  3104171 3325278 1620980 1736314  2381315  2609952  1302447  1340664 2875558  3304808
2013-03-01T15:02:00 512       8  522526 1230786  2160868  3012719 3304808 1471074 1759070  2460437  1302447  1057974  1267845  826971  2979282
2013-03-01T18:03:00 512       8  718028 1459080  2189509  3481620 3346002 1689859 2030130  2337255  2474613  1429934  1821745 2114069  3220553
2013-03-01T21:02:00 512       8  769761 1221684  1605228  1931527 3239989 1438555  362885  2307123  1467055  1402845  1066910 1954379  1809465
2013-03-02T00:03:00 512       8  772252 1261144  2796910  3459188 3366987 1533034 1985091  2427068  1954379  1303238  1410215 2796910  2768068
2013-03-02T03:03:00 512       8  719954 1402845  3678421  4296637 3346002 1488408 3008498  2275345  2521095  1283761  1258188 1992458  4228947
2013-03-02T06:02:00 512       8  819085 1821745  3220553  3510074 3346002 1835760 1759070  2438090  2347475  1361920  1791352 2695115  3346002
2013-03-02T09:02:00 512       8  855978 1322500  2995907  3366987 3366987 1459080 1712772  2413429  2753870  1391032  1368865 2460437  3366987
2013-03-02T12:03:00 512       8  835334 1434711  3140488  3510074 3284589 1533034 2424328  2449212  2739816  1417662  1279935 3182373  1848401
2013-03-02T15:03:00 512       8  860437 1533034  2891043  3459188 3299730 2081286 1753325  2391924  3220553  1312798  1218910 2016784  3409755
2013-03-02T18:03:00 512       8  802256 1484293  3122224  3264616 3264616 1391933 2521095  2381315  2800557  1394645  1387437 2368185  3182373
2013-03-02T21:03:00 512       8  986529 1306409  3064306  3504346 3366987 1524329 2638816  2225819  2275345  1501940  1383861 3346002  3220553
2013-03-03T00:03:00 512       8  831132 1442420  3510074  3580298 3388236 1518938 2141475  2427068  3201349  1421416  1152822 2317080  3279573
2013-03-03T03:02:00 512       8  782951 1329871  1510391  4091959 3220553 1954379 1480200  2460437  1729323  1630828  1012101 2132967  1917728
2013-03-03T06:02:00 512       8  526240 1258188  1882427  2178404 3304808 1931527 1723770  2427068  1882427  1380303  1174254 1809465  2196227
2013-03-03T09:02:00 512       8  655558 1305615  1924603  1835760 3325278 1471074 1437592  2307123  1759070  1410215   875164 1889050  2032051
2013-03-03T12:02:00 512       8  828566 1218910  2471765  2169601 3325278 1347393 1829505  2071249  2337255  1308798  1446306 2584820  2427068
2013-03-03T15:02:00 512       8  944444 1329871  2638816  3239989 3064306 1463057 2597325  2402629  2225819  1190529  1365383 2381315  3201349
2013-03-03T18:02:00 512       8  765371 1869318  3299730  3459188 3415178 1306409 2169601  2368185  2875558  1528669  1289930 2198475  2958758
2013-03-03T21:02:00 512       8  744153 1289930  2047551  2708713 3325278 1856390 1829505  2391924  2189509  1551867  1204552 1910902  2860238
2013-03-04T00:02:00 512       8  864942 1442420  2307123  3163620 3304808 1625889 1823291  2413429  2275345  1224470  1286838 2065273  2521095
2013-02-18T09:03:00 512      16  971357 1479181  2782414  4447925 4262523 1823291 2625909  2926501  3259661  1527582  1848401 2391924  1152822
2013-02-18T12:02:00 512      16  707152 1565443  2894940  4882800 4195896 1874212 2317080  2891043  3941742  1455126  1446306 2958758  3325278
2013-02-18T15:03:00 512      16  793657  724325  1299295  1895721 4030519 1707325 1446306  2826358  1895721   516122  1193838 2638816  4827914
2013-02-18T18:03:00 512      16  926116 2196227  2572435  4871723 4262523 1902438 3201349  2942541  2560168  1614885   917804 2860238  4131319
