	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Mon Feb 25 15:03:59 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  511494  608965  1879725  2772930 2067979 1336792  842003  1518251  1143223  1392258  1232453 2298136  1599680
              64       8  695778  752329  3541098  2298136 3057153 1330167 2006158  2067979  2801873  1357066  1933893 3363612  2133730
              64      16  743988 1768283  3791156  2561267 4018152 1526887 2772930  2358717  2772930  1013707  1119387 3057153  1232453
              64      32  877797 1690338  5735102  5283570 4988978 1828508 1828508  2561267  3958892  1392258  2561267 4018152  4564786
              64      64  639427 2467108  5735102  5860307 5860307 3203069 1304314  1780008  2278628  1879725  1828508 2203800  5283570
             128       4  600657 1561553  2905056  2843510 2066432 1377278 1598754  1332828  1406136  1057236   853794 2098744  1727352
             128       8  800337 1487977  2843510  3560017 3199360 1455701 2098744  2202044  2969325  1363288  1278855 3657016  2985839
             128      16  914904 2409592  4934216  4889281 3199360 2558895 3199360  2727923  2920861  1684006  1421023 3785961  4717434
             128      32  568836 1637771  2920861  5325799 5122535 2409592 3895854  1802755  3867787  1827299  2727923 3759450  1663139
             128      64  992724 1885042  3895854  5325799 6045455 2004703 4407601  2714132  5325799  1487977   935631 2409592  4104338
             128     128 1000121 1424795  6727225  6727225 6406138 2238774 4267461  2248149   735635  1827299  1455701 2367096  1543594
             256       4  540164 1235882  2266207  2943325 2097948 1007446 1729594  1619994  2077650  1202660  1057034 1686137  2911402
             256       8  861885 1168627  1195962  1248819 2045979 1231629 2097948  2392442  3159869  1422540  1489641 3410808  4132864
             256      16  930608 1376935  3705040  4332998 3935921 2613746 2000242  2812272  3654598  1652404  1471270 3667079  4819184
             256      32 1197295 1718521  5117791  5022044 5217259 2030503 4422226  2842047  5022044  1829808  1704877 2118645  2911402
             256      64 1103757 2582316  4132864  6249745 6107548 3410808 4734192  3935921  5810112  2842047  2034350 2719671  6073004
             256     128  924200 1766587  5022044  6761355 6761355 1707589 5347168  2935279  5971678  1437779  2943325 5320671  6398720
             256     256 1180188 2135500  6891544  7120034 3368013 2266207 3087188  2812272  5938650  2285501  2061693 2613746  2975955
             512       4  621413 1145443  1286838  1657257 2009236 1152822 1333173  1635797  1689859  1463057  1086890 2124526  2681653
