	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Sun Feb 24 00:04:10 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  581273  760859  1722886  2772930 2052169 1083249 1553394  1452528  1070292  1049372  1033216 2133730  2662899
              64       8  586352 1017549  3541098  3791156 3022727 1421755 1933893  2052169  3057153  1492919  1183548 2561267  3363612
              64      16  743988 1562436  4564786  4274062 4018152 1690338 2923952  2358717  3022727  1562436  1330167 2444640  4564786
              64      32  926260 1722886  5283570  5860307 5283570 1421755 3541098  2358717  4018152  1452528  1879725 3541098  5283570
              64      64  874936 1768283  6421025  6271021 5860307 1991276 2662899  2006158  4564786  1599680  1722886 1599680  6271021
             128       4  535368 1093856  2377579  2969325 2098744 1114289 1802755  1598754  1778862  1183041   985435 2673584  2905056
             128       8  821147 1521718  4267461  4267461 3199360 1471662 1939522  2211113  3297617  1346196  1436229 3560017  3657016
             128      16  836500 1521718  4135958  4557257 3053774 1732927 3277486  2621367  3657016   976473  1684006 3560017  4934216
             128      32 1032829 1885042  5325799  5784891 3867787 1939522 4135958  2843510  3359523  1911894  2166499 3982553  5847904
             128      64 1085013 1905110  6406138  6727225 6114306 2098744 4012317  2727923  4759253  1440082  3124872 5325799  2608629
             128     128 1024942 1911894  6727225  7082197 5847904 2211113 3053774  2286447  4934216  2098744  2027414 5847904  6406138
             256       4  531080 1248819  2170027  2607399 1897721 1058076 1855098  1591186  1881098  1213534  1190657 2747508  2975955
             256       8  847597 1532153  2413957  4404088 3285566 1619994 2588541  2392442  2726577  1489641  1391207 3275543  3994490
             256      16 1015065 1016025  3605511  2413957 3705040 1704877 1942349  2812272  4132864  1718521  1729594 3159869  3654598
             256      32 1075025 1696795  4332998  4197489 5217259 2000242 4197489  3245838  1094754  1778290  1907837 4054829  5569035
             256      64  941213 1829808  3879045  6554972 6107548 2509882 4819184  3326279  5687020  2228578  1306564 3410808  6398720
             256     128 1062263 2081678  4496299  4404088 6719046 2097948 2943325  2392442  3236056  1312954  3368013 5455847  6213578
             256     256  517265 2463808  2975955  6761355 6936061 2285501 2305128  2392442  6398720  2285501  1642294 2192179  6891544
             512       4  529483 1254513  2638816  2995907 2097550 1147892 1446306  1672748  1990612  1296159  1145443 2600470  2860238
             512       8  732228 1510391  2796910  3963567 3284589 1551867 1809465  2360376  3158966  1707325  1463057 3556580  3963567
             512      16  962649 1248678  2413429  2521095 4061007 1589779 2360376  2708713  1245780  1723770  1510391 1968713  3415178
             512      32  782951 1071167  1560891  2722449 5019764 2150051 2317080  3304808  4795570  1869318  1475116 3104171  5699180
             512      64 1372364 2609952  2327124  3068685 5951911 2081286 4123387  3684733  5807059  2065273  1889050 2509312  6174377
             512     128 1137555 2097550  3913012  3628697 6736026 2089386 4375425  4228947  6338392  1635797  3304808 3556580  2391924
             512     256 1185272 1909204  4271001  6472112 7115451 2497638 1999881  2736325  2225819  1471074  3122224 3684733  6018636
             512     512 1155302 1815584  7211022  7211022 7211022 2327124 3736016  2207515  2891043  1667552  3201349 3122224  3604335
            1024       4  543817  727244  1651398  1976691 2103514 1200447 1075676  1387798  1402756  1103308  1002839 1774189  1659053
            1024       8  835303 1406891  1882266  1920993 3294177 1492963 1571057  2085132  2211841  1080004  1519371 2271501  3189002
            1024      16 1076755 1646334  2960401  4736370 4249053 2611230 1653942  3010197  3835457  2060128  1158358 2397005  4609294
            1024      32  658959 1378002  2995501  5507740 5356618 2234860 2586074  3606774  4805258  1374914  1712639 2474336  5151040
            1024      64 1050420 2027069  2674649  2892612 6199382 2197132 2286009  4044965  5720477  1744641  1436056 2877110  5853003
            1024     128 1330203 1712639  3908759  6702448 6830356 2073055 3966517  4095102  5593820  1855433  1907343 4146499  3891053
            1024     256 1179674 1482144  3483896  6692005 7113161 3866533 3937426  4433259  6355328  3130886  2077065 3937426  2559871
            1024     512 1178380 2129589  3908759  6733974 7257394 2985091 3170172  4321737  3709575  1718120  2491561 2666347  3220084
            1024    1024  804480 2245375  3567824  6963241 7020149 2681328 2813041  2265510  3778101  4064103  2353657 2867506  6163794
            2048       4  661282 1230683  1528510  2228370 2102899 1305301 1480817  1503627  1367213  1043759  1144743 1440344  1866644
            2048       8  861940 1201926  1952344  1677130 2107025 1151959 2023634  2384234  2327387  1387530  1343687 2467091  3977179
            2048      16 1222104 1878893  2537792  4707314 4267642 2629459 1889224  2204918  2306143  1662201  1496033 2639154  3730203
            2048      32 1023000 1816896  2990085  2723672 5251194 2019827 2705656  3561619  4096676  2181401  1750616 2421196  2547576
            2048      64 1142156 1742802  2140097  2135309 3229534 2260624 3836837  4213218  4432815  1921339  1844994 2790021  2951050
            2048     128 1267175 2546821  3312988  2884652 6518362 2235910 2868277  4267642  6459541  1986660  1937372 3108009  6401772
            2048     256 1355348 1812296  3384788  3112514 6738230 2308622 2698008  4472047  6280083  2169829  1722187 2301200  2516234
            2048     512 1198405 1496033  3407614  5900467 7112016 3476572 2340705  2625441  4001263  1793378  2113246 3020577  5754221
            2048    1024 1370922 1988500  5144271  3015275 2384234 1890887 2905140  2440457  3624742  1722532  2601586 2308622  2786401
            2048    2048 1086535 1910230  4762117  5032754 5372719 2673655 2559723  3266376  2618239  1228571  2096227 2779189  2316716
            4096       4  639898 1187208  1762434  2260566 1923018 1295439 1409016  1674646  1747376  1410520  1176316 1276857  1691130
            4096       8  850496 1484631  2228603  3088901 3180393 1954299 1582697  2106975  1717333  1437188  1412492 2218817  3162828
            4096      16  944633 1512471  2281885  1988455 2649658 2145658 2144586  3045101  2210537  1652894  1451394 1531755  1095808
