	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Fri Feb 22 00:04:11 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  409946 1066042  2662899  1768283 2067979 1033216 1143223  1518251  2006158  1066042   863676 2278628  2662899
              64       8  647135 1599680  2379626  2006158 3203069 1357066 1933893  2067979  2561267  1336792  1722886 3363612  1599680
              64      16  659861 1279447  4564786  3588436 3791156 2203800 2358717  2689580  3588436  1421755  1421755 2067979  2358717
              64      32  889431 1429325  5283570  3165299 4897948 1599680 2892445  2298136  2358717  1484662  1070292 1991276  1599680
              64      64  811459 2467108  6271021  5283570 5283570 2923952 1083249  1734015  2006158  2379626  2561267 4274062  5283570
             128       4  670413 1266785  2608629  2673584 2098744 1363288 1642783  1598754  2004703  1377278  1504659 2608629  2784517
             128       8  921183 1939522  2969325  3867787 3277486  927549 2248149  2238774  3359523  1206978  1281909 3297617  4012317
             128      16  748976 2098744  4012317  4557257 4135958 2409592 3124872  2248149  2453642  1603529  1406136 3785961  3359523
             128      32 1059322 2660335  5122535  5603747 5325799 2969325 2027414  2843510  4407601  2211113  1705404 1705404  4759253
             128      64 1175271 2784517  5325799  6114306 6114306 3359523 4407601  3380677  4012317  1727352  4012317 5122535  5847904
             128     128  883293 1827299  6727225  6406138 6406138 2202044 2286447  2211113  1603529  2035099  2211113 2784517  1997245
             256       4  613985  770920  1826695  2943325 2118645  965763 1649865  1588832  1752173  1132871  1354356 1340826  1707589
             256       8  792543 2114473  3368013  3316006 3275543 2114473 2435861  2266207  2719671  1098113  1740810 3236056  2588541
             256      16  828628 1471270  3326279  4819184 4132864 2613746 3245838  2754556  3087188  1619994  1213534 2783115  4734192
             256      32 1084800 1437779  3197509  3605511 5217259 1938842 3275543  3207059  4422226  1610276  2726577 4572895  5455847
             256      64  882426 2266207  3717869  4054829 6073004 2097948 2880164  3823789  5569035  2613746  1952947 4264168  2509882
             256     128 1173737 1778290  2305128  5810112 2392442 1881098 3236056  2911402  6107548  1766587  1660068 3717869  1437779
             256     256 1070737 2943325  6398720  6554972 6891544 2223962 1924938  2285501  1718521  2463808  1790149 3169196  6398720
             512       4  669247 1224470  1992458  2560168 2099600 1103647 1716880  1032540  1610042  1158418  1240025 2625909  2942541
             512       8  831132 1411141  3158966  2256220 3325278 1442420 2845081  2438090  3029721   967855  1251589 2958758  1770674
             512      16  994294 1759070  4571003  4000485 4131319 1642050 1910902  2926501  4000485  1815584  1700565 4228947  3068685
             512      32  920953 1705969  4660280  4420457 5278892 1889050 3877684  3628697  2532990  1541840  1848401 2894940  5624545
             512      64  797489 2187279  3051245  6246213 6156675 3388236 3284589  3533174  5822804  1501940  1861217 4411377  6491676
             512     128 1255246 1747618  3849877  6821616 6736026 2256220 4838792  3610395  6472112  1961520  1625889 2926501  6821616
             512     256  686358 2116152  3710197  6571132 6909408 2860238 3259661  2991733  5127637  1968713  1629590 2032051  6652558
             512     512 1143004 1252318  6018636  6395018 6931711 3550700 1233614  3046915  3393590  2597325  1954379 3158966  1506154
            1024       4  665390 1178380  2182617  1954207 2124322 1086012 1698417  1662264  1980337  1220228   921705 1404591  1354535
            1024       8  716687 1370965  2612819  4304412 3345496 1920993 1925298  2480051  2993413  1508167  1604512 2201637  4232305
            1024      16 1163693 1584972  3018660  4966395 4249053 1942715 1932227  2672984  2559871  1242826  1729884 3241960  4195100
            1024      32  828375 1920993  2659742  5120336 5310258 2638501 4110780  3606774  5169641  1590254  1615374 3271594  5720477
            1024      64 1262926 1855433  3722435  2968586 6172653 2110750 2606476  4014717  6163794  2316837  1780809 3037876  6244448
            1024     128  882683 1903961  4415030  4550690 6819511 2270300 2102484  3908759  3891053  2035716  1868347 2528227  6650556
            1024     256 1466957 1969440  3643490  3160839 6280976 2311849 3130886  3999762  6874084  2504637  1768345 3020783  6441107
            1024     512  957884 1924436  5096034  3603747 6918376 2286009 2027069  3866533  2782064  1492445  1643814 1424152  4949226
            1024    1024 1341839 2051273  7113161  6830356 6640274 2995501 2916180  2968586  2942149  3142339  1043783 2798378  6599461
            2048       4  668851 1218291  1684034  2550602 2131071 1248028  952975  1634370  1678768  1264191   852700 1850160  2917969
            2048       8  731132 1529599  2167092  3975338 3358321 1861789 1884251  2470639  2500850  1412398  1476490 2257653  3821475
            2048      16 1137015 1668011  2506688  2265394 3709263 1753475 2727131  2495039  1868674  1652925  1568134 2556676  2350955
            2048      32 1073365 2017455  3002627  5264067 5389574 3065856 2528827  3704465  2635914  1743156  1620190 2333076  2417789
            2048      64 1183218 2194777  3122697  5345969 6243566 3630870 2756005  3885431  5578583  1738569  1427182 3611028  6225466
            2048     128  843821 1453505  1897990  2566606 2238241 1561009 3271351  3751381  6440169  2476337  2242916 2872113  5489457
            2048     256 1166982 1834748  2605532  2473485 5735012 2001939 1693997  3835124  5884299  1783696   872180 2994254  6359119
            2048     512  978485 2062505  3644736  6225466 7112016 3003677 2941954  2079481  4511980  2378293  1793378 2369764  3828288
            2048    1024  896671 2429413  4170264  6132138 6207471 3154809 2589821  3240499  3984558  1843410  2056087 2809182  4188565
