	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Tue Feb 19 15:03:10 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  516414 1460430  2772930  2772930 2067979 1363961  789967  1429325  1780008  1143223  1188789 2203800  1734015
              64       8  546928 1690338  3588436  4018152 3203069 2006158 2298136  2203800  3057153  2006158   939223 2203800  1991276
              64      16  673098 1330167  4274062  4274062 4274062 1679761 1722886  2222043  1734015  1188789  1017549 2892445  4274062
              64      32  831569 1879725  3541098  4897948 4988978 1780008 1828508  2467108  3165299   913649  1336792 3165299  4018152
              64      64  735831 1638743  6271021  5860307 5860307 1991276  801764  1780008  3203069  1879725  1562436 2444640  4988978
             128       4  531131 1067750  2608629  2784517 2098744  962469 1471662   976473  2027414   948860   908709 2608629  2464907
             128       8  649331 1085013  2166499  4267461 2727923 1424795 2727923  1939522  3445772  1185654  1543594 2377579  4012317
             128      16  876086 1663139  4596273  4557257 3277486 1732927 2211113  2248149  2985839  1579934  1123617 2238774  2377579
             128      32  816154 2784517  5545860  5784891 5122535 2985839 2132084  2132084  4759253  1911894  1391557 3785961  5545860
             128      64 1319723 2843510  4934216  6406138 3867787 3297617 4407601  3657016  5122535  1349580  4135958 2464907  5325799
             128     128  853794 1526043  4934216  6406138 6406138 1997245 4104338  2166499  5325799  2211113  1637771 2326073  1521718
             256       4  603970 1178892  2392442  2783115 2114473 1142514 1168627  1591186  1938842  1058076  1212164 2441400  2842047
             256       8  833776 1213534  3770085  3879045 3197509  808050 2081678  2366082  3169196  1415041  1267990 3545976  4264168
             256      16  611189 1552085  4496299  5022044 4264168 1790149 3123106  2849590  2842047  1600674  1420658 4132864  3994490
             256      32 1053922 1894373  4734192  5687020 5242734 2015259 2441400  2911402  4132864  1610276  2371308 3879045  5687020
             256      64  952062 1814348  4197489  6398720 6107548 2015259 4404088  3879045  5841722  3123106  3285566 5687020  2588541
             256     128 1045710 1673001  2030503  6891544 6761355 3770085 1400278  3052087  6107548  1312954  1230218 4197489  6761355
             256     256 1080434 2187712  6936061  7120034 6936061 3511189 4840911  3605511  3087188  3245838  3316006 5347168  6891544
             512       4  690108  764281  2169601  2460437 2105777 1127402 1834193  1635797  1999881  1249404  1316016 2073249  2796910
             512       8  724081  839580  2625909  4340054 3325278 1975959 2438090  2460437  3279573  1446306  1450212 1574625  2910635
