	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Sun Mar  3 06:02:49 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  512471  653436  1879725  1310683 2067979 1049372 1255511  1452528  1492919   780776   733819 1722886  1304314
              64       8  489126 1336792  2892445  3363612 3165299 1991276 2278628  1599680  2278628  1232453  1421755 2561267  2662899
              64      16  653436  789967  2133730  4274062 3958892 2278628 1892980  2133730  3203069  1452528  1690338 3363612  4018152
              64      32  603489 2278628  5283570  4897948 4897948 2662899 2772930  3022727  4018152  1780008  3203069 4274062  5283570
              64      64  627470  969761  5389653  5389653 5860307 1947927 3057153  1210227  3363612  2379626  2133730 3738358  3958892
             128       4  538051  962469  1778862  1561553 2098744 1111981 1359835  1579934  1471662   962469  1440082 2035099  2098744
             128       8  715059 1057236  3895854  3199360 3297617 2066432 1684006  2132084  2608629  1967960  1802755 3468030  3036502
             128      16  836500 1852520  2558895  3536566 3785961 1598754 3124872  2464907  3297617  1603529  1017175 2175277  2608629
             128      32  513847 1206978  2326073  1939522 4759253 1543594 2098744  1911894  3759450  1858934  2132084 4557257  5379161
             128      64 1022989 1852520  6114306  6114306 5784891 2066432 4407601  2558895  2098744  1133103   730629 1967960  1076312
             128     128  743788 1217930  6406138  5603747 6114306 2286447 3053774  1684006  1755594  2985839  1319723 2336194  3982553
