	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Mon Feb 25 21:04:31 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  546928 1143223  2662899  1638743 2067979 1083249 1163036  1421755  1933893  1124074   842003 2133730  2561267
              64       8  653436 1255511  1780008  2067979 2892445 1249666 1204796  2133730  1638743  1210227  1033216 2561267  1722886
              64      16  821391 1526887  4018152  3791156 3738358 1421755 2537060  2203800  2923952  1421755  1124074 1828508  1879725
              64      32  754443 1828508  5283570  3203069 4564786 1526887 1679761  2203800  2444640  1452528  2662899 4018152  4564786
              64      64  939223 2561267  6421025  4564786 5860307 1722886 3203069  1933893  2801873  1879725  2689580 4564786  1599680
             128       4  590094 1040839  1306873  1658003 1504659  998261 1111981  1085013  1705404  1162547   876086 2248149  2784517
             128       8  785122 1040839  2409592  2621367 3199360 1455701 2608629  2166499  2035099  1185654  1240443 2367096  2660335
             128      16  800337 1471662  4407601  3982553 4104338 1598754 2175277  2511022  2660335  1579934  1306873 3359523  4717434
             128      32  955616 1833539  5325799  5379161 5122535 1939522 2905056  2714132  4759253  1878447  2211113 2558895  3560017
             128      64  497653 1421023  3785961  3560017 5847904 2132084 4135958  2727923  5122535  1172704  1030846 2608629   505620
             128     128  870405 1997245  4407601  6406138 5325799 2035099 2286447  1911894  5325799  3759450  1705404 5122535  6406138
             256       4  495312 1112909  2754556  1802167 2000242  992545 1413179  1588832  1775350  1158540  1185399 2392442  2135500
             256       8  864661 1495866  2842047  1376935 3197509 1581810 2350543  2350543  2903529  1340826  1099237 3009318  4070199
             256      16  495084 1610276  4009406  3770085 4197489 2613746 1938842  2872459  3197509  1967260  1996523 4054829  2413957
             256      32  661250 2588541  5217259  3114048 5217259 1868008 2699161  3197509  4264168  1525622  2350543 4054829  2692393
             256      64 1108314 1802167  3316006  6107548 6107548 2285501 4572895  3368013  5841722  2152625  2350543 3879045  1897721
             256     128 1108314 2699161  5217259  4332998 6249745 2034350 5022044  2726577  4197489  1778290  4404088 4840911  4477549
             256     256 1035624 1868008  4572895  4132864 2557711 1970871 2305128  3605511  2114473  2131261  1058076 3087188  6554972
             512       4  680918  861818  2187279  1759070 2089386 1115688 1803387  1629590  2073249  1216149  1158418 2483197  2926501
             512       8  870905 1153441  2725905  4068701 3304808 1875849 2587935  2438090  1917728  1252318  1358474 2942541  3304808
             512      16  791318 1110496  2975154  2584820 3941742 1760512 3029721  2926501  3604335   904658  1523247 3388236  2039772
             512      32 1132755 1741948  2995907  5278892 5278892 2216629 3877684  3459188  4973263   899731  1815584 3993047  4784885
             512      64  764009 1783912  3487274  6414119 4340054 2486072 4650188  2678309  4701087  1753325  1205228 2979282  5684095
             512     128 1115688 1365383  4155301  6571132 6652558 3604335 3304808  4131319  5227492  3081897  1312798 2521095  2116152
             512     256 1150351 1759070  3284589  3393590 6174377 2449212 1975959  3580298  3970896  1783912  2416145  531712  2906696
             512     512  594738  878386  4411377  6491676 6652558 2560168 2124526  2047551  2471765  2381315  1248678 2275345  2796910
            1024       4  668809 1163378  2276316  2760606 2102484 1462960 1402756  1607514  1857840  1519371  1484193 2065081  2403712
            1024       8  790707 1532928  2942149  3631168 3314514 1560781 2011877  2467229  3001782  1646334  1469467 2056183  3999762
            1024      16  927677 1738286  3010197  2150918 4195100 1651398 2306882  2993413  4064103  1484193  1605111 2875184  4550690
            1024      32 1036478 1560781  3671521  5690162 5336651 2737730 3335105  3684119  4876180  2681328  2097350 2617596  5444898
            1024      64 1322828 1334750  2625597  2694787 5630486 3241960 2386350  2924122  4048778  2115949  1084640 3970183  6355328
            1024     128 1523683 1976691  3937426  2450338 5500686 2859868 2813041  4044965  4014717  1378445  1888889 3821805  6733974
            1024     256  726261 2305644  3458646  3631168 3046495 2672984 2892612  4215688  5417427  2353657  1396825 3411938  6059442
            1024     512 1535119 1812371  5169641  6874084 7269678 3955557 4060261  4044965  3835457  1803239  1771262 2892612  4300102
            1024    1024 1238168 1701108  7306780  6402699 2579861 1212991 2659742  2503178  3567824  1164956  1861867 3684119  2306882
            2048       4  595662 1133415  1890887  2876923 2113246 1254956 1410543  1680082  1557613  1110555  1236708 1870302  2794560
            2048       8  765604 1713940  2316716  3792790 3276342 2111168 1906837  2461436  2972495  2001939  1393156 2113246  3908414
            2048      16 1099327 1532875  2727131  4878411 4250747 2064488 2178635  2993211  3569018  2233585  1715309 2828608  2786401
            2048      32 1270548 2180847  2687036  4772701 5319484 2589040 2557437  3675930  4170264  2500122  1865023 2704804  5184636
            2048      64  934724 1933883  2972495  5750369 6189580 3140967 2712491  4016229  4460436  2976615  1950570 3146720  4319142
            2048     128 1158953 1350872  1363523  1727034 3287628 2738433 1715309  4240255  6080053  1986201  1427182 1353639  1317918
            2048     256  800642 1085299  2359349  3637020 6523312 3145567 2963266  4104506  5290001  2019352  2064488 2929912  5868220
            2048     512 1098765 2081497  4038890  3407614 6149699 2226060 2666186  3730203  4633675  2255875  2253507 2844532  5251194
            2048    1024  958397 1882186  4248644  6097316 6807652 3690142 2144371  1917907  3991965  1482094  2248199 2884652  4405533
            2048    2048 1144743 1980705  5564129  6097316 6340344 2837016 1185831  2681165  3127245  1978880  1211760 2408974  4511980
            4096       4  687337 1014351  1833339  2200909 1380596 1122221 1207570  1357576  1261481  1212941  1055351 1699495  2162674
            4096       8  900610 1473932  2189130  3105091 2723588 1852515 1821096  2179963  1992144  1445775  1342512 2136585  2141379
            4096      16  959672 1681530  2479484  3379332 3384658 2077169 2297140  2980646  3261295  2235854  1573564 2416362  3366089
            4096      32 1044889 1810731  2652931  3230023 4633432 2612190 1783289  3332786  2628979  2032686  1709472 2391139  3330202
            4096      64 1019649 1878031  2876348  3810292 5217395 2736168 2832715  4125010  3828122  2585847  1374520 1449924  2298677
            4096     128  997564 1532438  2805423  2379876 4253700 1698991 2882622  4516494  4275933  2508081  1804265 2813233  4334185
            4096     256 1165226 2017883  2694540  2727047 4653513 1915727 1745069  4240052  6858763  2035817  1936675 2870580  2705573
            4096     512  861586 2059243  2888438  3222752 4761860 1934058 2607037  3421735  5920406  2082457  1372215 3025260  3927899
            4096    1024 1019407 1661687  3583764  3088901 3965067 2289487 2824797  4362802  5362331  2283098  1468138 2773270  1998169
            4096    2048 1143814 1802751  3341213  3565171 3589754 2603876 2625764  3300770  3374022  1457180  2477696 2700046  2684016
            4096    4096  980149 1508090  2046000  2125483 1999797 1598156 1884004  1446871  1915727  1465008  1240441 2060231  1789419
            8192       4  604799 1169621  1804436  1814729 1523523 1038912 1256260  1600002  1397259  1194340  1104040 1753781  1723605
            8192       8  830149 1347609  2157488  2234081 2121651 1446067 1838814  2375238  1763230  1459954  1308852 1669828  2090414
            8192      16 1001338 1605009  2352632  2353276 2341250 1564237 1998495  2271747  2000473  1458962  1498474 2026309  2150062
            8192      32  987581 1705976  2586588  2548033 2764746 1771229 2143356  3631414  2359417  1539566  1714574 2433098  2471958
            8192      64  964083 1893223  2697461  2944580 2781533 1895416 2575923  3782110  2110833  1522376  1791360 2027146  2285042
            8192     128 1172454 1838814  2915101  2610564 2877505 1675937 2564770  4264684  2891550  1834691  1609445 2390441  1858910
            8192     256 1114859 1469381  2967980  2296650 3052081 2038330 2729821  4162896  2876301  1796042  1890514 2489149  2427940
            8192     512 1133356 1756021  3011949  2892524 3195123 2001871 2298493  3602478  4976927  1669828  1564807 2942311  1584872
            8192    1024 1149739 1985904  2402979  2811117 2957252 2083948 2535436  4186227  6296676  1981666  1483785 2791249  2943571
            8192    2048 1080603 1679377  2215784  2091305 1886259 1728982 1918487  2865268  4850463  1129592  1612315 2569566  2646761
            8192    4096  870951 1465996  1897090  1847118 1806334 1212719 1869937  1561607  1760159  1025271  1778932 1702763  1831854
            8192    8192  819263  978135  1578103  1556513 1560968 1384479 1552364  1364683  1552154  1366692  1337693 1527791  1521836
           16384       4  633664 1072957  1571923  1543328 1118521  961786 1253734  1652633  1402129  1052207  1096952 1648470  1724981
           16384       8  773373 1411575  1839642  2161750 1843392 1388698 1442904  2395007  1872424  1348238  1195291 2150117  2144480
           16384      16  842493 1584500  2117063  2145351 2125050 1589595 1751358  2969238  2100497  1505460  1428803 2258294  1688405
