	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Fri Feb 22 03:04:01 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  450541  799377  1690338  2298136 2067979 1255511 1562436  1183548  1991276  1143223   771797 1421755  1648808
              64       8  712397 1066042  3363612  3958892 3203069 1933893 2006158   743988  2892445  1392258  1421755 2662899  3363612
              64      16  763021 1101022  3057153  3791156 3738358 1492919 1879725  2298136  3363612  1648808  1357066 1526887   969761
              64      32  614542 1357066  5283570  4897948 4897948 1780008 3203069  2358717  2892445  1336792  3057153 2892445  3738358
              64      64  969761 2561267  5735102  5860307 5860307 1879725 1679761  1780008  3363612  3203069  2561267 4897948  5389653
             128       4  344190 1406136  2843510  2920861 2098744 1391557 1332828  1579934  1858934  1175271  1093856 1663139  2464907
             128       8  816154 1455701  4012317  4135958 3277486  836500 2286447  2132084  3445772  1603529  1209698 3053774  3867787
             128      16 1093856 2367096  4759253  4759253 4104338 2608629 1254941  2608629  3867787  1658003  1710838 3560017  4557257
             128      32 1030846 1772988  5545860  5545860 5122535 1939522 3759450  2784517  4407601  1684006  1827299 2905056  4934216
             128      64 1121270 1911894  2969325  3895854 5122535 2035099 4717434  2784517  5325799  1421023  2784517 2905056  4934216
             128     128  962469 2969325  6727225  6114306 1878447 1778862 2175277  2286447  5325799  2175277  1967960 5325799  1471662
             256       4  643419 1619994  1639786  1826695 2097948  937924 1662639  1561112  1985448  1405778  1407621 2192179  2849590
             256       8  952062 1911233  3285566  3605511 3326279 1543163 2015259  2366082  2045979  1368162  1455317 2812272  2131261
             256      16  921029 2392442  1652404  2943325 4197489 1778290 2719671  2872459  4197489  1185399  1422540 3197509  4197489
             256      32 1147398 2726577  3159869  3605511 5347168 1952947 1422540  3285566  4496299  1985448  1354356 2486631  5022044
             256      64  996229 1407621  4734192  5687020 6073004 1610276 2872459  3114048  4264168  1970871  1718521 1897721  2223962
             256     128 1132871 1415041  4422226  4553502 6595234 2065659 4070199  3994490  5569035   664935  1598292 2045979  2435861
             256     256 1058076 1504249  6249745  6554972 7120034 2148318 1897721  2081678  2205688  2305128   888266 1570244  2205688
             512       4  553502 1057974  1712772  1741948 2107844 1017858 1026126  1604029  1803387   906185   959209 2244430  2750343
             512       8  499553 1459080  2782414  2391924 3029721 1382969 2189509  2416145  2736325   796306  1312798 2681653  2327124
             512      16  986529 1718254  2381315  2449212 4237291 1707325 2402629  2942541  2995907  1476130  1977778 2532990  2339802
             512      32 1113374 1610042  3012719  4701087 5164632 2337255 2830083  3437042  3877684  1375881  1689859 3104171  3081897
             512      64  901241 1940253  2391924  3393590 2073249 2246778 3284589  3628697  4882800  1924603  1842059 1645826  2584820
             512     128  837942 2158696  3788747  3684733 6652558 2143612 3008498  3659616  5639315  1848401  1746197 2178404  2297251
             512     256 1163439 1488408  4163357  7022379 7115451 3239989 3182373  4091959  3459188  1778004  1759070 2958758  2124526
             512     512 1195832 2089386  7309196  7334159 7211022 2416145 2879414  2995907  2438090  2275345  3580298 5509113  6931711
            1024       4  617287 1270397  1560781  1935711 1275301 1160862 1436056  1656494  2082099  1356245   888894 1910737  2767722
            1024       8  795687 1568189  1617808  1903117 1612342 1033237 1822368  2392998  1907343  1486247  1426517 2052253  2343383
            1024      16  984450 1155864  2942149  4783849 4249053 1893052 2686359  3037876  3926627  1816203  1314327 2767722  4654248
            1024      32 1380217 1806273  3791442  4943530 5251818 2150918 2822283  2592318  2528227  1924436  2279941 2426801  2774874
            1024      64 1236742 2403712  1753186  2722114 3046495 1612948 2688041  4064103  6059442  1681790  2111788 3941039  5593820
            1024     128 1166538 2478620  3518141  5958564 6744549 2360124 3281592  4146499  5507740  2240689  1896395 3923040  6609617
            1024     256  881234 1939207  3668386  6128613 7066349 2995501 4130547  3880507  6280976  1633188  2231377 2900425  4715569
            1024     512 1164956 1988589  5444898  7208671 7269678 2455943 2958362  3160839  4570058  2043465  3311958 1521524  2485792
            1024    1024 1247157 2098375  6599461  5885083 6787181 3229770 2454539  2358827  3335105  3074849  2491561 3029305  3261656
            2048       4  669947  865588  1761024  2723672 2113246 1375532 1398828  1581414  2044343  1457698  1113579 1741389  2748949
