	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Fri Mar  1 03:00:53 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  441646  955947  2133730  2278628 1599680  863676 1304314  1363961  1562436   831569   969761 2467108  2203800
              64       8  566551 1204796  3203069  3203069 1933893 1421755 1828508  1421755  2379626  1285575  1255511 2561267  1722886
              64      16  633392 1304314  3541098  3738358 2662899 1679761 2203800  1828508  2772930   998622  1599680 2358717  3541098
              64      32  789967 2067979  3738358  4564786 2358717 2801873 2278628  1947927  3022727  1452528  2203800 2467108  4018152
              64      64  939223 1562436  4564786  4988978 4274062 1279447 2892445  1679761  3363612  1991276  1734015 3791156  4564786
             128       4  540217  953918  2098744  2326073 2132084 1102844 1391557  1618028  1391557   934004   947186 2058509  2238774
             128       8  640042 1377278  3297617  3277486 3380677 1504659 1598754  2286447  2558895  1266785  1142750 2843510  3277486
             128      16  753179 1254941  4135958  3785961 2920861 1755594 2558895  2098744  2985839  1291158  1206978 3359523  3560017
             128      32  983630 1508887  4267461  4135958 3895854 1684006 3124872  2066432  3657016  1598754  1557024 3785961  4135958
             128      64  853794 1663139  4759253  4557257 4557257 1858934 3445772  2004703  3982553  1220700  2843510 3053774  2843510
             128     128 1032829 1598754  4759253  4889281 6406138 2202044 3657016  1561553  4407601  1622919  1833539 5603747  4596273
             256       4  596587 1347557  1707589  2285501 2135500 1099237 1683493  1642294  1683493  1142514  1032636 2247235  2114473
             256       8  579209 1497953  2665657  3078337 3368013 2114473 1588832  2371308  2441400  1479379  1201314 2783115  1871263
             256      16  879535 1463250  3511189  3717869 4264168 1790149 2726577  2247235  2911402  1514860  1718521 2943325  3545976
             256      32  891956 1514860  3275543  4264168 3994490 1855098 3326279  3159869  3605511  1652404  2152625 2152625  4197489
             256      64  963164 1504249  2842047  4840911 6073004 2061693 3245838  3326279  5569035  1775350  1817419 4264168  4734192
             256     128 1049800 1718521  4572895  4332998 6554972 2223962 3717869  2692393  4840911  1430119  2613746 4264168  4734192
             256     256 1093639 2692393  7314033  5569035 7120034 2170027 3823789  2135500  4734192  1981783  1868008 5320671  5117791
             512       4  644927 1127402  1801873  2597325 2143612 1127995 1585086  1629590  1910902   988345  1073309 2486072  2958758
             512       8  863551 1410215  3366987  3527371 3415178 1422357 2587935  2486072  2830083  1413929  1399189 3140488  3279573
             512      16  951980 1640796  4620174  3487274 4228947 1789859 1968713  1783912  3158966  1650887  1492545 2695115  3550700
             512      32 1139970 1759070  5699180  4375425 5331314 2049505 3768799  3504346  3393590  1556366  1640796 4305250  4163357
             512      64  898225 1689859  4030519  3415178 6246213 2160868 4030519  3710197  3604335  1527582  1947291 3008498  3684733
             512     128 1053304 1834193  4099771  4660280 5951911 2063289 3201349  3659616  4522868  2073249  1455126 2668325  2337255
             512     256 1199171 1961520  5331314  6909408 7115451 2347475 3710197  3201349  4305250  1372364  3580298 2474613  3822466
             512     512 1071167 1954379  7309196  6909408 7211022 2143612 1861217  2402629  4485083  2143612  1815584 3012719  5067142
            1024       4  657244 1160862  2295784  2782064 2150918 1104727 1831694  1675884  1878973  1202127  1239598 2421329  2993413
            1024       8  825827 1488823  2386350  3951918 3281592 2102484 1888889  2485792  2710090  1517224  1434138 2646630  3923040
            1024      16 1000969 1706515  3722435  4415030 4265934 1819280 3241960  2679655  2467229  1565902  1577404 2409105  2985091
            1024      32 1039740 1886400  3821805  5042191 5390231 2015654 4079544  3643490  3937426  1824690  1886400 3791442  4339202
            1024      64 1186518 2011877  4339202  5507740 6244448 2245375 5472650  3999762  5507740  1950656  1753186 3863055  3804877
            1024     128 1104727 1458489  3655895  4876180 6830356 2559871 4095102  4060261  6402699  2077065  2028027 3835457  5720477
            1024     256 1094034  740408  3345496  5479632 7160597 2381058 4531485  3852659  5529011  2225595  2348509 1969440  2398343
