	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Sat Mar  2 12:03:11 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  435202 1066042  1648808  1734015 2067979 1392258 1188789  1492919  1255511  1452528  1087638 2006158  2006158
              64       8  500060 1083249  2892445  2892445 2203800 1421755 1734015  2006158  2067979  1066042  1049372 2203800  3541098
              64      16  598110 1553394  4274062  3203069 3203069 2379626 2067979  1933893  2662899  1232453  1553394 2772930  3057153
              64      32  799377 1421755  4018152  3738358 3791156 1484662 2379626  1933893  3057153   998622  1385075 3203069  3738358
              64      64  718114 1526887  4988978  5860307 6421025 2067979 2892445  1734015  3363612  2067979  1690338 3738358  4018152
             128       4  501839  895074  2166499  2248149 1598754 1133103 1622919  1266785  1487977   983630   969421 2202044  2784517
             128       8  624409 1123617  3124872  3124872 2464907 1229084 2098744  1705404  2511022  1231904  1206978 2784517  3053774
             128      16  790905 1391557  3560017  3560017 3124872 1421023 2511022  1967960  2905056  1471662  1440082 3199360  3445772
             128      32  814915 1561553  4717434  3982553 3895854 1436229 3657016  3199360  3445772  2166499  1076312 3199360  3982553
             128      64  780556 1504659  4557257  4759253 4557257 1858934 3359523  2286447  4012317  1217930  2453642 4104338  4596273
