	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Mon Feb 25 12:04:38 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  546928 1143223   998622  2772930 1638743 1087638 1638743  1492919  1226821  1066042  1452528  863676  1310683
              64       8  695778  679917  3363612  3791156 2923952 1599680 2222043  2133730  2662899  1484662  1049372 2923952  3738358
              64      16  831569 1518251  4897948  4564786 4274062 1679761 2772930  2278628  3363612  1492919  1029254 1255511  3057153
              64      32  901377 1279447  5283570  3541098 4988978 1679761 2278628  1609270  2923952  1460430  1255511 1452528  1452528
              64      64  901377 1452528  2662899  5735102 4564786 2052169 3363612  1933893  4897948  1638743  2801873 1734015  3022727
             128       4  558771 1057236  2511022  2905056 2098744 1114289 1802755  1561553  1772988  1111981   942199 2377579  1749872
             128       8  809997 1175271  2843510  2004703 3053774 1487977 2166499  2166499  3380677  1508887  1406136 2377579  2377579
             128      16  590094 1206978  3124872  2511022 4135958 2420455 1858934  2558895  2920861  1526043  1642783 2558895  3036502
             128      32  962469 1346196  4889281  3895854 5122535 1878447 3657016  2727923  3445772  1911894  2132084 3468030  2286447
             128      64 1009524 1373754  6114306  5122535 5784891 2066432 3277486  2326073  3560017  1455701  2464907 4934216  5122535
             128     128  853794 1749872  6406138  3277486 1254941  852438 1858934  2035099  2066432  1319723  3124872 3359523  5784891
             256       4  678807  944525  2310087  2639446 2131261 1132871  836374   852984  1184092  1032636   891956 1967260  2842047
             256       8  831194 1153561  2187712  2943325 3236056 1487577 1572543  2152625  1662639  1093639   703260 1842366  3275543
             256      16 1027695 1619994  2726577  2719671 4281170 2000242 2392442  1398455  3879045  1514860  1549845 3557725  4755158
             256      32 1027695 1814348  2849590  2114473 5217259 1543163 3052087  3368013  3717869  1632308   847597 2081678  2665657
             256      64  934659 1673001  4496299  3717869 3123106 1391207 2486631  1805197  3605511  1790149  1398455 3123106  6107548
             256     128 1219045 2015259  5971678  6719046 6595234 2266207 4117018  3009318  5687020  1114064  1306564 2911402  6554972
             256     256 1260547 3285566  6554972  6249745 6719046 1924938 3454704  2435861  5687020  2305128  2228578 2170027  1802167
             512       4  652174 1248678  2032051  1917728 2063289 1145443 1506154  1575781  2065273  1216149  1153441 1933266  2007358
             512       8  819398 2107844  3710197  4099771 3279573 2097550 1890713  2402629  3140488  2032051  1902438 2024389  1616100
             512      16  621233  754083  1209982  1261144 1924603 1101383  849208  2370799  1233614   676414   878386 1306409  1854787
             512      32 1289930 1171691  1254513  2360376 5079126 1882427  935801  2979282  2207515   603767   550523 1815584  1375881
             512      64  466661  839252  2187279  2039772 4660280 2958758 2370799  3822466  3081897  1835760  1999881 2875558  5807059
             512     128 1101383 2524058  2438090  4099771 6472112 2497638 3736016  3504346  6156675  2497638  2471765 2668325  5453155
             512     256 1057974 1113374  5127637  4620174 6999490 2265742 3239989  3046915  6246213  1635797  3099691 3710197  2317080
             512     512 1261144 1725155  2207515  7115451 7211022 2216629 4447925  2402629  1689859  1924603  1856390 2016784  2207515
            1024       4  687766 1316341  1855433  1508167 2085132 1115342 1554004  1602715  1492963   887425  1210598 2192645  2875184
            1024       8  542649 1678504  3160839  2276316 3083680 1610528 2065081  2461573  2774874  1768345  1048113 2129589  3970183
            1024      16  924084 1648862  2837198  2485792 4178773 1750329 2328140  2708381  1906496  1505523  1440391 2491561  4854136
            1024      32  691420 1861867  3615883  5065980 5390231 2859868 2220992  3567824  4762630  1490373  1735476 2381058  4130547
            1024      64 1181297 1895558  2934110  6327241 6244448 3337696 2993413  3483896  6059442  1182598  1838751 3229770  6244448
