	Iozone: Performance Test of File I/O
	        Version $Revision: 3.414 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England.

	Run began: Sat Mar  2 15:03:06 2013

	Auto Mode
	Excel chart generation enabled
	Command line used: ./benchmarks/iozone3_414/src/current/iozone -a -R
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  324665 1385075  1828508  2133730 2116903 1304314  998622  1492919  1553394  1049372  1421755 1330167  1562436
              64       8  695778 1363961  3022727  2772930 2662899 1553394 1828508  2067979  1947927  1143223  1421755 2298136  2801873
              64      16  752329  718114  2278628  2923952 3738358  674790 1648808  2379626  2561267  1210227   485587 1947927  2379626
              64      32  710511 1385075  4018152  3165299 5389653 1722886 1526887  2278628  4018152  1124074   969761 1933893  4564786
              64      64  821391 1879725  4274062  3363612 5860307 3363612 3738358  2203800  2561267  2278628   998622 2203800  3958892
             128       4  508012  876086  1997245  2166499 1579934  969421 1471662  1603529  1336145   953918   962469 1319723  2132084
             128       8  761728 1471662  4135958  3053774 2905056 1451764 2660335  2066432  2558895  1521718  1885042 1852520  2969325
             128      16  747933 1281909  3536566  3536566 4135958 2558895 2464907  2058509  2905056  2420455  1363288 3297617  3277486
             128      32  790905 1561553  4135958  4135958 4557257 1939522 3982553  2409592  3536566  1598754  1504659 3536566  3982553
             128      64 1067750 1424795  4557257  6045455 6114306 1852520 3560017  2132084  2238774  1152564  3106789 2166499  4267461
             128     128 1051027 1727352  6727225  4934216 6727225 1878447 4934216   895074  2336194  1727352  1175271 2714132  2066432
             256       4  591330  870268  2223962  2639446 2131261 1445521 1652404  1610276  1549845  1312954  1274008 1897721  2223962
             256       8  690151 1262029  3935921  3197509 3285566 1497953 2152625  2325094  2441400  1437779  1254656 2699161  3123106
             256      16  891956 1463250  3368013  3605511 3654598 1790149 2463808  2754556  4117018  1763685  1829808 2118645  3557725
             256      32 1298662 1881098  3009318  4264168 3935921 1778290 2699161  3123106  4652146  1639786  1814348 3009318  4197489
             256      64  847597 1696795  2266207  5022044 5810112 2754556 2114473  3557725  2665657  1855098  1894373 3557725  4572895
             256     128 1267990 2371308  4070199  6719046 6554972 2266207 4197489  2030503  3654598  1413179  1023775 3368013  2639446
             256     256  838988 1422540  7073132  7073132 6891544 3935921 2632974  3705040  4652146  3197509  1868008 3879045  6719046
             512       4  635951 1166599  2235086  2339802 2116152 1108203 1683237  1619757  1789859  1459080  1350783 2132967  2381315
             512       8  860437 1533034  2891043  3459188 3299730 2081286 1753325  2391924  3220553  1312798  1218910 2016784  3409755
             512      16 1024169 1600443  3409755  3653390 4195896 1803387 2860238  2875558  3046915  1585086  1565443 3201349  3795443
             512      32 1084694 1734911  4420457  3104171 5278892 2256220 3346002  3481620  3437042  1910902  1620980 3304808  4375425
             512      64 1013534 1835760  4532414  4447925 5951911 2275345 2638816  3437042  5177083  1882427  2587935 2560168  4701087
             512     128 1171052 1895721  5624545  5278892 6736026 2169601 4411377  3877684  5177083  1766304  1340664 2544997  5624545
             512     256 1086890 1821745  5566231  6319739 7022379 2347475 1968713  3046915  4237291  1514652  3659616 2587935  1848401
             512     512 1043072 1861217  7211022  7211022 7211022 4061007 1454140  2107844  2474613  3388236  1803387 3201349  1662389
            1024       4  628212  954478  2077065  1607514 2124322 1109579 1532928  1625769  1976691  1506051  1189476 1883092  2510493
            1024       8  810095 1920993  2138070  3894582 2861774 2056183 1741104  2432298  1789714  1271902  1296083 2225595  3984917
            1024      16 1020956 1294520  2338280  4064103 4211554 2048338 2553783  2444759  2156318  1448162  1216082 2553783  4374559
            1024      32 1304348 1841906  3835457  5885083 5330028 2089189 2968586  3618930  4574926  1805514  1607514 2844715  4634161
